,receptor,family,type,gene
170,GABAB2,GABAB receptors,gpcr,['GABBR2']
171,GAL1 receptor,Galanin receptors,gpcr,['GALR1']
172,GAL2 receptor,Galanin receptors,gpcr,['GALR2']
173,GAL3 receptor,Galanin receptors,gpcr,['MCHR2']
174,ghrelin receptor,Ghrelin receptor,gpcr,['GHSR']
175,GHRH receptor,Glucagon receptor family,gpcr,['GHRHR']
176,GLP-1 receptor,Glucagon receptor family,gpcr,['GLP1R']
177,GLP-2 receptor,Glucagon receptor family,gpcr,['GLP2R']
178,glucagon receptor,Glucagon receptor family,gpcr,['GCGR']
179,secretin receptor,Glucagon receptor family,gpcr,['SCTR']
180,FSH receptor,Glycoprotein hormone receptors,gpcr,['FSHR']
181,LH receptor,Glycoprotein hormone receptors,gpcr,['LHCGR']
182,TSH receptor,Glycoprotein hormone receptors,gpcr,['TSHR']
183,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,gpcr,['GNRHR']
184,GPR18,"GPR18, GPR55 and GPR119",gpcr,['GPR18']
185,GPR55,"GPR18, GPR55 and GPR119",gpcr,['GPR55']
186,GPR119,"GPR18, GPR55 and GPR119",gpcr,['GPR119']
187,GPER,G protein-coupled estrogen receptor,gpcr,['GPER1']
188,H1 receptor,Histamine receptors,gpcr,['HRH1']
189,H2 receptor,Histamine receptors,gpcr,['HRH2']
190,H3 receptor,Histamine receptors,gpcr,['HRH3']
191,BLT1 receptor,Leukotriene receptors,gpcr,['LTB4R']
192,CysLT1 receptor,Leukotriene receptors,gpcr,['CYSLTR1']
193,CysLT2 receptor,Leukotriene receptors,gpcr,['CYSLTR2']
194,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR1']
195,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR2']
196,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR3']
197,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR4']
198,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,['LPAR5']
199,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR1']
200,S1P2 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR2']
201,S1P3 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR3']
202,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1PR4']
203,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,['MCHR1']
204,MC1 receptor,Melanocortin receptors,gpcr,['MC1R']
205,MC2 receptor,Melanocortin receptors,gpcr,['MC2R']
206,MC3 receptor,Melanocortin receptors,gpcr,['MC3R']
207,MC4 receptor,Melanocortin receptors,gpcr,['MC4R']
208,MC5 receptor,Melanocortin receptors,gpcr,['MC5R']
209,MT1 receptor,Melatonin receptors,gpcr,['MTNR1A']
210,MT2 receptor,Melatonin receptors,gpcr,['MTNR1B']
211,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,['GRM1']
212,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,['GRM2']
213,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['GRM3']
214,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['GRM4']
215,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,['GRM5']
216,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,['GRM8']
217,motilin receptor,Motilin receptor,gpcr,['MLNR']
218,NMU1 receptor,Neuromedin U receptors,gpcr,['NMUR1']
219,NMU2 receptor,Neuromedin U receptors,gpcr,['NMUR2']
220,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['NPFFR1']
221,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['NPFFR2']
222,NPS receptor,Neuropeptide S receptor,gpcr,['NPSR1']
223,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['NPBWR1']
224,NPBW2 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['NPBWR2']
225,Y1 receptor,Neuropeptide Y receptors,gpcr,['NPY1R']
226,Y2 receptor,Neuropeptide Y receptors,gpcr,['NPY2R']
227,Y4 receptor,Neuropeptide Y receptors,gpcr,['NPY4R']
228,Y5 receptor,Neuropeptide Y receptors,gpcr,['NPY5R']
229,NTS1 receptor,Neurotensin receptors,gpcr,['NTSR1']
230,δ receptor,Opioid receptors,gpcr,['OPRD1']
231,κ receptor,Opioid receptors,gpcr,['OPRK1']
232,μ receptor,Opioid receptors,gpcr,['OPRM1']
233,NOP receptor,Opioid receptors,gpcr,['OPRL1']
234,OPN1LW,Opsin receptors,gpcr,['OPN1LW']
235,OPN1MW,Opsin receptors,gpcr,['OPN1LW']
236,Rhodopsin,Opsin receptors,gpcr,['RHO']
237,OPN3,Opsin receptors,gpcr,"['OPN3', 'CHM']"
238,OPN4,Opsin receptors,gpcr,['OPN4']
239,OPN5,Opsin receptors,gpcr,['OPN5']
240,OX2 receptor,Orexin receptors,gpcr,['HCRTR2']
241,GPR107,Other 7TM proteins,gpcr,['GPR107']
242,TPRA1,Other 7TM proteins,gpcr,['TPRA1']
243,GPR143,Other 7TM proteins,gpcr,['GPR143']
244,GPR157,Other 7TM proteins,gpcr,['GPR157']
245,oxoglutarate receptor,Oxoglutarate receptor,gpcr,"['ENSGALG00000016891', 'ENSGALG00000041311']"
246,P2Y1 receptor,P2Y receptors,gpcr,['P2RY1']
247,P2Y4 receptor,P2Y receptors,gpcr,['P2RY4']
248,P2Y6 receptor,P2Y receptors,gpcr,['P2RY6']
249,P2Y13 receptor,P2Y receptors,gpcr,['P2RY13']
250,P2Y14 receptor,P2Y receptors,gpcr,['P2RY14']
251,PTH1 receptor,Parathyroid hormone receptors,gpcr,['PTH2R']
252,PAF receptor,Platelet-activating factor receptor,gpcr,['PTAFR']
253,PKR1,Prokineticin receptors,gpcr,['PROKR1']
254,PKR2,Prokineticin receptors,gpcr,['PROKR1']
255,DP1 receptor,Prostanoid receptors,gpcr,['PTGDR']
256,EP2 receptor,Prostanoid receptors,gpcr,['PTGER2']
257,EP3 receptor,Prostanoid receptors,gpcr,['PTGER3']
258,EP4 receptor,Prostanoid receptors,gpcr,['PTGER4']
259,FP receptor,Prostanoid receptors,gpcr,['PTGFR']
260,TP receptor,Prostanoid receptors,gpcr,['TBXA2R']
261,PAR1,Proteinase-activated receptors,gpcr,['F2R']
262,PAR2,Proteinase-activated receptors,gpcr,['F2RL1']
263,PAR3,Proteinase-activated receptors,gpcr,['F2RL2']
264,PAR4,Proteinase-activated receptors,gpcr,['F2RL3']
265,QRFP receptor,QRFP receptor,gpcr,['QRFPR']
266,RXFP1,Relaxin family peptide receptors,gpcr,['RXFP1']
267,SST1 receptor,Somatostatin receptors,gpcr,['SSTR1']
268,SST2 receptor,Somatostatin receptors,gpcr,['SSTR2']
269,SST3 receptor,Somatostatin receptors,gpcr,['SSTR3']
270,SST4 receptor,Somatostatin receptors,gpcr,['SSTR4']
271,SST5 receptor,Somatostatin receptors,gpcr,['SSTR5']
272,succinate receptor,Succinate receptor,gpcr,['SUCNR1']
273,NK1 receptor,Tachykinin receptors,gpcr,['TACR1']
274,NK2 receptor,Tachykinin receptors,gpcr,['TACR2']
275,NK3 receptor,Tachykinin receptors,gpcr,['TACR3']
276,TAS1R1,Taste 1 receptors,gpcr,['ENSGALG00000046030']
277,TAS2R39,Taste 2 receptors,gpcr,['ENSGALG00000030506']
278,TAS2R40,Taste 2 receptors,gpcr,['ENSGALG00000030506']
279,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,['TRHR']
280,UT receptor,Urotensin receptor,gpcr,['UTS2R']
281,V1A receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR1A']
282,V1B receptor,Vasopressin and oxytocin receptors,gpcr,['AVPR1B']
283,OT receptor,Vasopressin and oxytocin receptors,gpcr,['OXTR']
284,PAC1 receptor,VIP and PACAP receptors,gpcr,['ADCYAP1R1']
285,VPAC1 receptor,VIP and PACAP receptors,gpcr,['VIPR1']
286,VPAC2 receptor,VIP and PACAP receptors,gpcr,['VIPR2']
287,DAX1,0B. DAX-like receptors,nhr,['NR0B1']
288,SHP,0B. DAX-like receptors,nhr,['NR0B2']
289,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,['THRA']
290,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['THRB']
291,Retinoic acid receptor-α,1B. Retinoic acid receptors,nhr,['RARA']
292,Retinoic acid receptor-β,1B. Retinoic acid receptors,nhr,['RARB']
293,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,['RARG']
294,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,['PPARA']
295,Peroxisome proliferator-activated receptor-β/δ,1C. Peroxisome proliferator-activated receptors,nhr,['PPARD']
296,Peroxisome proliferator-activated receptor-γ,1C. Peroxisome proliferator-activated receptors,nhr,['PPARG']
297,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['NR1D1']
298,Rev-Erb-β,1D. Rev-Erb receptors,nhr,['NR1D2']
299,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['RORA']
300,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['RORB']
301,RAR-related orphan receptor-γ,1F. Retinoic acid-related orphans,nhr,['RORC']
302,Farnesoid X receptor,1H. Liver X receptor-like receptors,nhr,['NR1H4']
303,Liver X receptor-α,1H. Liver X receptor-like receptors,nhr,['NR1H3']
304,Vitamin D receptor,1I. Vitamin D receptor-like receptors,nhr,['VDR']
305,Hepatocyte nuclear factor-4-α,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4A']
306,Hepatocyte nuclear factor-4-γ,2A. Hepatocyte nuclear factor-4 receptors,nhr,['HNF4G']
307,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,['RXRA']
308,Retinoid X receptor-γ,2B. Retinoid X receptors,nhr,['RXRG']
309,Testicular receptor 2,2C. Testicular receptors,nhr,['NR2C1']
310,Testicular receptor 4,2C. Testicular receptors,nhr,['NR2C2']
311,TLX,2E. Tailless-like receptors,nhr,['NR2E1']
312,COUP-TF1,2F. COUP-TF-like receptors,nhr,['NR2F1']
313,COUP-TF2,2F. COUP-TF-like receptors,nhr,['NR2F2']
314,V-erbA-related gene,2F. COUP-TF-like receptors,nhr,['NR2F6']
315,Estrogen receptor-α,3A. Estrogen receptors,nhr,['ESR1']
316,Estrogen receptor-β,3A. Estrogen receptors,nhr,['ESR2']
317,Estrogen-related receptor-β,3B. Estrogen-related receptors,nhr,['ESRRB']
318,Estrogen-related receptor-γ,3B. Estrogen-related receptors,nhr,['ESRRG']
319,Androgen receptor,3C. 3-Ketosteroid receptors,nhr,['AR']
320,Glucocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['NR3C1']
321,Mineralocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['NR3C2']
322,Progesterone receptor,3C. 3-Ketosteroid receptors,nhr,['PGR']
323,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['NR4A1']
324,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,['NR4A2']
325,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['NR4A3']
326,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,['NR5A1']
327,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,['NR5A2']
328,Germ cell nuclear factor,6A. Germ cell nuclear factor receptors,nhr,['NR6A1']
329,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,['KCNMA1']
330,KCa2.1,Calcium- and sodium-activated potassium channels,vgic,['KCNN1']
331,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,['KCNN2']
332,KCa2.3,Calcium- and sodium-activated potassium channels,vgic,['KCNN3']
333,KNa1.1,Calcium- and sodium-activated potassium channels,vgic,['KCNT1']
334,KNa1.2,Calcium- and sodium-activated potassium channels,vgic,['KCNT2']
335,KCa5.1,Calcium- and sodium-activated potassium channels,vgic,['ENSGALG00000045668']
336,TPC1,CatSper and Two-Pore channels,vgic,['TPCN1']
337,TPC2,CatSper and Two-Pore channels,vgic,['ENSGALG00000007550']
338,CNGA1,Cyclic nucleotide-regulated channels,vgic,['CNGA1']
339,CNGA2,Cyclic nucleotide-regulated channels,vgic,['CNGA2']
340,CNGA3,Cyclic nucleotide-regulated channels,vgic,['CNGA3']
341,CNGA4,Cyclic nucleotide-regulated channels,vgic,['ENSGALG00000022704']
342,CNGB3,Cyclic nucleotide-regulated channels,vgic,['CNGB3']
343,HCN1,Cyclic nucleotide-regulated channels,vgic,['HCN1']
344,HCN2,Cyclic nucleotide-regulated channels,vgic,['HCN2']
345,Kir1.1,Inwardly rectifying potassium channels,vgic,['KCNJ1']
346,Kir2.1,Inwardly rectifying potassium channels,vgic,['KCNJ2']
347,Kir2.2,Inwardly rectifying potassium channels,vgic,['ENSGALG00000004721']
348,Kir2.3,Inwardly rectifying potassium channels,vgic,['KCNJ4']
349,Kir3.1,Inwardly rectifying potassium channels,vgic,['KCNJ3']
350,Kir3.2,Inwardly rectifying potassium channels,vgic,['KCNJ6']
351,Kir3.4,Inwardly rectifying potassium channels,vgic,['KCNJ5']
352,Kir4.2,Inwardly rectifying potassium channels,vgic,['KCNJ15']
353,Kir5.1,Inwardly rectifying potassium channels,vgic,['KCNJ16']
354,Kir6.1,Inwardly rectifying potassium channels,vgic,['KCNJ8']
355,Kir6.2,Inwardly rectifying potassium channels,vgic,['KCNJ11']
356,Kir7.1,Inwardly rectifying potassium channels,vgic,['KCNJ13']
357,RyR1,Ryanodine receptors,vgic,['ENSGALG00000053055']
358,RyR2,Ryanodine receptors,vgic,['RYR2']
359,RyR3,Ryanodine receptors,vgic,['RYR3']
360,TRPA1,Transient Receptor Potential channels,vgic,['TRPA1']
361,TRPC1,Transient Receptor Potential channels,vgic,['TRPC1']
362,TRPC3,Transient Receptor Potential channels,vgic,['TRPC3']
363,TRPC4,Transient Receptor Potential channels,vgic,['TRPC4']
364,TRPC5,Transient Receptor Potential channels,vgic,['TRPC5']
365,TRPC6,Transient Receptor Potential channels,vgic,['TRPC6']
366,TRPC7,Transient Receptor Potential channels,vgic,['TRPC7']
367,TRPM1,Transient Receptor Potential channels,vgic,['TRPM1']
368,TRPM2,Transient Receptor Potential channels,vgic,['TRPM2']
369,TRPM3,Transient Receptor Potential channels,vgic,['TRPM3']
370,TRPM5,Transient Receptor Potential channels,vgic,['TRPM5']
371,TRPM6,Transient Receptor Potential channels,vgic,['TRPM6']
372,TRPM7,Transient Receptor Potential channels,vgic,['TRPM7']
373,TRPM8,Transient Receptor Potential channels,vgic,['TRPM8']
374,TRPML1,Transient Receptor Potential channels,vgic,['MCOLN1']
375,TRPML2,Transient Receptor Potential channels,vgic,['MCOLN2']
376,TRPML3,Transient Receptor Potential channels,vgic,['MCOLN3']
377,TRPP1,Transient Receptor Potential channels,vgic,['PKD2']
378,TRPP2,Transient Receptor Potential channels,vgic,['PKD2L1']
379,TRPP3,Transient Receptor Potential channels,vgic,['PKD2L2']
380,TRPV1,Transient Receptor Potential channels,vgic,['TRPV1']
381,TRPV2,Transient Receptor Potential channels,vgic,['TRPV2']
382,TRPV3,Transient Receptor Potential channels,vgic,"['ENSGALG00000004660', 'ENSGALG00000055056']"
383,TRPV6,Transient Receptor Potential channels,vgic,"['ENSGALG00000014746', 'ENSGALG00000051473']"
384,K2P1.1,Two P domain potassium channels,vgic,['KCNK1']
385,K2P2.1,Two P domain potassium channels,vgic,['KCNK2']
386,K2P3.1,Two P domain potassium channels,vgic,['KCNK3']
387,K2P5.1,Two P domain potassium channels,vgic,['KCNK5']
388,K2P9.1,Two P domain potassium channels,vgic,['KCNK9']
389,K2P10.1,Two P domain potassium channels,vgic,['KCNK10']
390,K2P12.1,Two P domain potassium channels,vgic,['KCNK12']
391,K2P13.1,Two P domain potassium channels,vgic,['KCNK13']
392,K2P15.1,Two P domain potassium channels,vgic,['KCNK15']
393,K2P16.1,Two P domain potassium channels,vgic,['KCNK16']
394,K2P17.1,Two P domain potassium channels,vgic,['KCNK17']
395,K2P18.1,Two P domain potassium channels,vgic,['KCNK18']
396,Cav1.1,Voltage-gated calcium channels,vgic,['CACNA1S']
397,Cav1.2,Voltage-gated calcium channels,vgic,['CACNA1C']
398,Cav1.3,Voltage-gated calcium channels,vgic,['CACNA1D']
399,Cav2.1,Voltage-gated calcium channels,vgic,['ENSGALG00000054250']
400,Cav2.2,Voltage-gated calcium channels,vgic,['CACNA1B']
