,receptor,family,type,gene
165,MRGPRX3,Class A Orphans,gpcr,"['Mrgprb2', 'Mrgpra1', 'Mrgprb8', 'Mrgpra6', 'Mrgpra4', 'Mrgprb3', 'Mrgprb1', 'Mrgprb4', 'Mrgprb5', 'Mrgprx1', 'Mrgprx2', 'Mrgpra9', 'Mrgpra3', 'Mrgpra2a', 'Mrgpra2b']"
166,MRGPRX4,Class A Orphans,gpcr,"['Mrgprb2', 'Mrgpra1', 'Mrgprb8', 'Mrgpra6', 'Mrgpra4', 'Mrgprb3', 'Mrgprb1', 'Mrgprb4', 'Mrgprb5', 'Mrgprx1', 'Mrgprx2', 'Mrgpra9', 'Mrgpra3', 'Mrgpra2a', 'Mrgpra2b']"
167,P2RY10,Class A Orphans,gpcr,['P2ry10']
168,TAAR2,Class A Orphans,gpcr,['Taar2']
169,TAAR5,Class A Orphans,gpcr,['Taar5']
170,TAAR8,Class A Orphans,gpcr,"['Taar8a', 'Taar8c', 'Taar8b']"
171,TAAR9,Class A Orphans,gpcr,['Taar9']
172,GPR156,Class C Orphans,gpcr,['Gpr156']
173,GPR158,Class C Orphans,gpcr,['Gpr158']
174,GPR179,Class C Orphans,gpcr,['Gpr179']
175,GPRC5A,Class C Orphans,gpcr,['Gprc5a']
176,GPRC5B,Class C Orphans,gpcr,['Gprc5b']
177,GPRC5C,Class C Orphans,gpcr,['Gprc5c']
178,GPRC5D,Class C Orphans,gpcr,['Gprc5d']
179,GPRC6 receptor,Class C Orphans,gpcr,['Gprc6a']
180,FZD1,Class Frizzled GPCRs,gpcr,['Fzd1']
181,FZD2,Class Frizzled GPCRs,gpcr,['Fzd2']
182,FZD3,Class Frizzled GPCRs,gpcr,['Fzd3']
183,FZD4,Class Frizzled GPCRs,gpcr,['Fzd4']
184,FZD5,Class Frizzled GPCRs,gpcr,['Fzd5']
185,FZD6,Class Frizzled GPCRs,gpcr,['Fzd6']
186,FZD7,Class Frizzled GPCRs,gpcr,['Fzd7']
187,FZD8,Class Frizzled GPCRs,gpcr,['Fzd8']
188,FZD9,Class Frizzled GPCRs,gpcr,['Fzd9']
189,FZD10,Class Frizzled GPCRs,gpcr,['Fzd10']
190,SMO,Class Frizzled GPCRs,gpcr,['Smo']
191,C3a receptor,Complement peptide receptors,gpcr,['C3ar1']
192,C5a1 receptor,Complement peptide receptors,gpcr,['C5ar1']
193,C5a2 receptor,Complement peptide receptors,gpcr,['C5ar2']
194,CRF1 receptor,Corticotropin-releasing factor receptors,gpcr,['Crhr1']
195,CRF2 receptor,Corticotropin-releasing factor receptors,gpcr,['Crhr2']
196,D1 receptor,Dopamine receptors,gpcr,['Drd1']
197,D2 receptor,Dopamine receptors,gpcr,['Drd2']
198,D3 receptor,Dopamine receptors,gpcr,['Drd3']
199,D4 receptor,Dopamine receptors,gpcr,['Drd4']
200,D5 receptor,Dopamine receptors,gpcr,['Drd5']
201,ETA receptor,Endothelin receptors,gpcr,['Ednra']
202,ETB receptor,Endothelin receptors,gpcr,['Ednrb']
203,FPR1,Formylpeptide receptors,gpcr,['Fpr1']
204,FPR2/ALX,Formylpeptide receptors,gpcr,"['Fpr-rs4', 'Fpr2', 'Fpr-rs3', 'Fpr-rs6', 'Fpr-rs7', 'Fpr3']"
205,FPR3,Formylpeptide receptors,gpcr,"['Fpr-rs4', 'Fpr2', 'Fpr-rs3', 'Fpr-rs6', 'Fpr-rs7', 'Fpr3']"
206,FFA1 receptor,Free fatty acid receptors,gpcr,['Ffar1']
207,FFA2 receptor,Free fatty acid receptors,gpcr,['Ffar2']
208,FFA3 receptor,Free fatty acid receptors,gpcr,['Ffar3']
209,FFA4 receptor,Free fatty acid receptors,gpcr,['Ffar4']
210,GPR42,Free fatty acid receptors,gpcr,['Ffar3']
211,GABAB1,GABAB receptors,gpcr,['Gabbr1']
212,GABAB2,GABAB receptors,gpcr,['Gabbr2']
213,GAL1 receptor,Galanin receptors,gpcr,['Galr1']
214,GAL2 receptor,Galanin receptors,gpcr,['Galr2']
215,GAL3 receptor,Galanin receptors,gpcr,['Galr3']
216,ghrelin receptor,Ghrelin receptor,gpcr,['Ghsr']
217,GHRH receptor,Glucagon receptor family,gpcr,['Ghrhr']
218,GIP receptor,Glucagon receptor family,gpcr,['Gipr']
219,GLP-1 receptor,Glucagon receptor family,gpcr,['Glp1r']
220,GLP-2 receptor,Glucagon receptor family,gpcr,['Glp2r']
221,glucagon receptor,Glucagon receptor family,gpcr,['Gcgr']
222,secretin receptor,Glucagon receptor family,gpcr,['Sctr']
223,FSH receptor,Glycoprotein hormone receptors,gpcr,['Fshr']
224,LH receptor,Glycoprotein hormone receptors,gpcr,['Lhcgr']
225,TSH receptor,Glycoprotein hormone receptors,gpcr,['Tshr']
226,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,gpcr,['Gnrhr']
227,GPR18,"GPR18, GPR55 and GPR119",gpcr,['Gpr18']
228,GPR55,"GPR18, GPR55 and GPR119",gpcr,['Gpr55']
229,GPR119,"GPR18, GPR55 and GPR119",gpcr,['Gpr119']
230,GPER,G protein-coupled estrogen receptor,gpcr,['Gper1']
231,H1 receptor,Histamine receptors,gpcr,['Hrh1']
232,H2 receptor,Histamine receptors,gpcr,['Hrh2']
233,H3 receptor,Histamine receptors,gpcr,['Hrh3']
234,H4 receptor,Histamine receptors,gpcr,['Hrh4']
235,HCA1 receptor,Hydroxycarboxylic acid receptors,gpcr,['Hcar1']
236,HCA2 receptor,Hydroxycarboxylic acid receptors,gpcr,['Hcar2']
237,HCA3 receptor,Hydroxycarboxylic acid receptors,gpcr,['Hcar2']
238,kisspeptin receptor,Kisspeptin receptor,gpcr,['Kiss1r']
239,BLT2 receptor,Leukotriene receptors,gpcr,['Ltb4r2']
240,CysLT1 receptor,Leukotriene receptors,gpcr,['Cysltr1']
241,FPR2/ALX,Leukotriene receptors,gpcr,"['Fpr-rs4', 'Fpr2', 'Fpr-rs3', 'Fpr-rs6', 'Fpr-rs7', 'Fpr3']"
242,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar1']
243,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar2']
244,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar3']
245,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar4']
246,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar5']
247,LPA6 receptor,Lysophospholipid (LPA) receptors,gpcr,['Lpar6']
248,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1pr1']
249,S1P2 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1pr2']
250,S1P3 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1pr3']
251,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1pr4']
252,S1P5 receptor,Lysophospholipid (S1P) receptors,gpcr,['S1pr5']
253,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,['Mchr1']
254,MC1 receptor,Melanocortin receptors,gpcr,['Mc1r']
255,MC2 receptor,Melanocortin receptors,gpcr,['Mc2r']
256,MC3 receptor,Melanocortin receptors,gpcr,['Mc3r']
257,MC4 receptor,Melanocortin receptors,gpcr,['Mc4r']
258,MC5 receptor,Melanocortin receptors,gpcr,['Mc5r']
259,MT1 receptor,Melatonin receptors,gpcr,['Mtnr1a']
260,MT2 receptor,Melatonin receptors,gpcr,['Mtnr1b']
261,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,['Grm1']
262,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,['Grm2']
263,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['Grm3']
264,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['Grm4']
265,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,['Grm5']
266,mGlu6 receptor,Metabotropic glutamate receptors,gpcr,['Grm6']
267,mGlu7 receptor,Metabotropic glutamate receptors,gpcr,['Grm7']
268,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,['Grm8']
269,NMU1 receptor,Neuromedin U receptors,gpcr,['Nmur1']
270,NMU2 receptor,Neuromedin U receptors,gpcr,['Nmur2']
271,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['Npffr1']
272,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['Npffr2']
273,NPS receptor,Neuropeptide S receptor,gpcr,['Npsr1']
274,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['Npbwr1']
275,Y1 receptor,Neuropeptide Y receptors,gpcr,['Npy1r']
276,Y2 receptor,Neuropeptide Y receptors,gpcr,['Npy2r']
277,Y4 receptor,Neuropeptide Y receptors,gpcr,['Npy4r']
278,Y5 receptor,Neuropeptide Y receptors,gpcr,['Npy5r']
279,NTS1 receptor,Neurotensin receptors,gpcr,['Ntsr1']
280,NTS2 receptor,Neurotensin receptors,gpcr,['Ntsr2']
281,δ receptor,Opioid receptors,gpcr,['Oprd1']
282,κ receptor,Opioid receptors,gpcr,['Oprk1']
283,μ receptor,Opioid receptors,gpcr,['Oprm1']
284,NOP receptor,Opioid receptors,gpcr,['Oprl1']
285,OPN1LW,Opsin receptors,gpcr,['Opn1mw']
286,OPN1MW,Opsin receptors,gpcr,['Opn1mw']
287,OPN1SW,Opsin receptors,gpcr,['Opn1sw']
288,Rhodopsin,Opsin receptors,gpcr,['Rho']
289,OPN3,Opsin receptors,gpcr,"['Opn3', 'Chml']"
290,OPN4,Opsin receptors,gpcr,['Opn4']
291,OPN5,Opsin receptors,gpcr,['Opn5']
292,OX1 receptor,Orexin receptors,gpcr,['Hcrtr1']
293,OX2 receptor,Orexin receptors,gpcr,['Hcrtr2']
294,GPR107,Other 7TM proteins,gpcr,['Gpr107']
295,GPR137,Other 7TM proteins,gpcr,['Gpr137']
296,TPRA1,Other 7TM proteins,gpcr,['Tpra1']
297,GPR143,Other 7TM proteins,gpcr,['Gpr143']
298,GPR157,Other 7TM proteins,gpcr,['Gpr157']
299,oxoglutarate receptor,Oxoglutarate receptor,gpcr,['Oxgr1']
300,P2Y1 receptor,P2Y receptors,gpcr,['P2ry1']
301,P2Y2 receptor,P2Y receptors,gpcr,['P2ry2']
302,P2Y4 receptor,P2Y receptors,gpcr,['P2ry4']
303,P2Y6 receptor,P2Y receptors,gpcr,['P2ry6']
304,P2Y12 receptor,P2Y receptors,gpcr,['P2ry12']
305,P2Y13 receptor,P2Y receptors,gpcr,['P2ry13']
306,P2Y14 receptor,P2Y receptors,gpcr,['P2ry14']
307,PTH1 receptor,Parathyroid hormone receptors,gpcr,['Pth1r']
308,PTH2 receptor,Parathyroid hormone receptors,gpcr,['Pth2r']
309,PAF receptor,Platelet-activating factor receptor,gpcr,['Ptafr']
310,PKR2,Prokineticin receptors,gpcr,['Prokr2']
311,PrRP receptor,Prolactin-releasing peptide receptor,gpcr,['Prlhr']
312,DP1 receptor,Prostanoid receptors,gpcr,['Ptgdr']
313,DP2 receptor,Prostanoid receptors,gpcr,['Ptgdr2']
314,EP1 receptor,Prostanoid receptors,gpcr,['Ptger1']
315,EP2 receptor,Prostanoid receptors,gpcr,['Ptger2']
316,EP3 receptor,Prostanoid receptors,gpcr,['Ptger3']
317,EP4 receptor,Prostanoid receptors,gpcr,['Ptger4']
318,FP receptor,Prostanoid receptors,gpcr,['Ptgfr']
319,IP receptor,Prostanoid receptors,gpcr,['Ptgir']
320,TP receptor,Prostanoid receptors,gpcr,['Tbxa2r']
321,PAR1,Proteinase-activated receptors,gpcr,['F2r']
322,PAR2,Proteinase-activated receptors,gpcr,['F2rl1']
323,PAR3,Proteinase-activated receptors,gpcr,['F2rl2']
324,PAR4,Proteinase-activated receptors,gpcr,['F2rl3']
325,QRFP receptor,QRFP receptor,gpcr,"['Qrfprl', 'Qrfpr']"
326,RXFP1,Relaxin family peptide receptors,gpcr,['Rxfp1']
327,RXFP2,Relaxin family peptide receptors,gpcr,['Rxfp2']
328,RXFP4,Relaxin family peptide receptors,gpcr,['Rxfp4']
329,SST1 receptor,Somatostatin receptors,gpcr,['Sstr1']
330,SST2 receptor,Somatostatin receptors,gpcr,['Sstr2']
331,SST3 receptor,Somatostatin receptors,gpcr,['Sstr3']
332,SST4 receptor,Somatostatin receptors,gpcr,['Sstr4']
333,SST5 receptor,Somatostatin receptors,gpcr,['Sstr5']
334,succinate receptor,Succinate receptor,gpcr,['Sucnr1']
335,NK1 receptor,Tachykinin receptors,gpcr,['Tacr1']
336,NK2 receptor,Tachykinin receptors,gpcr,['Tacr2']
337,NK3 receptor,Tachykinin receptors,gpcr,['Tacr3']
338,TAS1R1,Taste 1 receptors,gpcr,['Tas1r1']
339,TAS1R2,Taste 1 receptors,gpcr,['Tas1r2']
340,TAS1R3,Taste 1 receptors,gpcr,['Tas1r3']
341,TAS2R1,Taste 2 receptors,gpcr,['Tas2r119']
342,TAS2R3,Taste 2 receptors,gpcr,['Tas2r137']
343,TAS2R4,Taste 2 receptors,gpcr,['Tas2r108']
344,TAS2R7,Taste 2 receptors,gpcr,['Tas2r130']
345,TAS2R10,Taste 2 receptors,gpcr,"['Tas2r105', 'Tas2r107', 'Tas2r106', 'Tas2r104', 'Tas2r114']"
346,TAS2R13,Taste 2 receptors,gpcr,"['Tas2r102', 'Tas2r124', 'Tas2r121']"
347,TAS2R14,Taste 2 receptors,gpcr,"['Tas2r116', 'Tas2r103', 'Tas2r113', 'Tas2r123', 'Tas2r117', 'Tas2r125', 'Tas2r109', 'Tas2r110', 'Tas2r129', 'Tas2r140', 'Tas2r115']"
348,TAS2R16,Taste 2 receptors,gpcr,['Tas2r118']
349,TAS2R19,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
350,TAS2R20,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
351,TAS2R30,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
352,TAS2R31,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
353,TAS2R38,Taste 2 receptors,gpcr,['Tas2r138']
354,TAS2R39,Taste 2 receptors,gpcr,['Tas2r139']
355,TAS2R40,Taste 2 receptors,gpcr,['Tas2r144']
356,TAS2R41,Taste 2 receptors,gpcr,['Tas2r126']
357,TAS2R42,Taste 2 receptors,gpcr,['Tas2r131']
358,TAS2R43,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
359,TAS2R46,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
360,TAS2R50,Taste 2 receptors,gpcr,"['Tas2r136', 'Tas2r120']"
361,TAS2R60,Taste 2 receptors,gpcr,['Tas2r135']
362,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,['Trhr']
363,TRH2 receptor,Thyrotropin-releasing hormone receptors,gpcr,['Trhr2']
364,TA1 receptor,Trace amine receptor,gpcr,['Taar1']
365,V1A receptor,Vasopressin and oxytocin receptors,gpcr,['Avpr1a']
366,V1B receptor,Vasopressin and oxytocin receptors,gpcr,['Avpr1b']
367,V2 receptor,Vasopressin and oxytocin receptors,gpcr,['Avpr2']
368,OT receptor,Vasopressin and oxytocin receptors,gpcr,['Oxtr']
369,PAC1 receptor,VIP and PACAP receptors,gpcr,['Adcyap1r1']
370,VPAC1 receptor,VIP and PACAP receptors,gpcr,['Vipr1']
371,VPAC2 receptor,VIP and PACAP receptors,gpcr,['Vipr2']
372,DAX1,0B. DAX-like receptors,nhr,['Nr0b1']
373,SHP,0B. DAX-like receptors,nhr,['Nr0b2']
374,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,['Thra']
375,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['Thrb']
376,Retinoic acid receptor-α,1B. Retinoic acid receptors,nhr,['Rara']
377,Retinoic acid receptor-β,1B. Retinoic acid receptors,nhr,['Rarb']
378,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,['Rarg']
379,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,['Ppara']
380,Peroxisome proliferator-activated receptor-β/δ,1C. Peroxisome proliferator-activated receptors,nhr,['Ppard']
381,Peroxisome proliferator-activated receptor-γ,1C. Peroxisome proliferator-activated receptors,nhr,['Pparg']
382,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['Nr1d1']
383,Rev-Erb-β,1D. Rev-Erb receptors,nhr,['Nr1d2']
384,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['Rora']
385,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['Rorb']
386,RAR-related orphan receptor-γ,1F. Retinoic acid-related orphans,nhr,['Rorc']
