,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
100,IFN-α14,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
101,IFN-α16,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
102,IFN-α17,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
103,IFN-α2,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
104,IFN-α21,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
105,IFN-α4,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
106,IFN-α5,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
107,IFN-α6,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
108,IFN-α7,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
109,IFN-α8,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
110,IFN-β,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
111,IFN-γ,peptide,['IFNG'],,,,,inferred from Human
112,IFN-κ,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
113,IFN-λ1,peptide,"['ENSGALG00000047344', 'ENSGALG00000050947', 'IFNL3A']",,,,,inferred from Human
114,IFN-λ2,peptide,"['ENSGALG00000047344', 'ENSGALG00000050947', 'IFNL3A']",,,,,inferred from Human
115,IFN-λ3,peptide,"['ENSGALG00000047344', 'ENSGALG00000050947', 'IFNL3A']",,,,,inferred from Human
116,IFN-ω,peptide,"['IFNW1', 'ENSGALG00000015062', 'ENSGALG00000044725', 'IFN-A', 'IFN-A', 'IFN-A', 'IFN-A', 'ENSGALG00000052209', 'ENSGALG00000053207', 'IFN-A', 'ENSGALG00000054104', 'ENSGALG00000054368', 'ENSGALG00000054396']",,,,,inferred from Human
118,IL-10,peptide,['IL10'],,,,,inferred from Human
119,IL-11,peptide,['IL11'],,,,,inferred from Human
122,IL-15,peptide,['IL15'],,,,,inferred from Human
125,IL-17B,peptide,['IL17B'],,,,,inferred from Human
126,IL-17C,peptide,['IL17C'],,,,,inferred from Human
127,IL-17F,peptide,"['ENSGALG00000016677', 'IL17A']",,,,,inferred from Human
128,IL-18,peptide,['IL18'],,,,,inferred from Human
129,IL-19,peptide,['IL19'],,,,,inferred from Human
131,IL-1β,peptide,['IL1B'],,,,,inferred from Human
134,IL-21,peptide,['IL21'],,,,,inferred from Human
135,IL-22,peptide,['IL22'],,,,,inferred from Human
149,IL-4,peptide,"['IL13', 'IL4']",,,,,inferred from Human
151,IL-6,peptide,['IL6'],,,,,inferred from Human
152,IL-7,peptide,['IL7'],,,,,inferred from Human
153,IL-9,peptide,['IL9'],,,,,inferred from Human
159,LL-37,peptide,"['CATHL2', 'CATHL1', 'CATHL3']",,,,,inferred from Human
160,LVP,peptide,"['CATHL2', 'CATHL1', 'CATHL3']",,,,,inferred from Human
161,M-CSF,peptide,['CSF1'],,,,,inferred from Human
162,MANSC (415-431),peptide,['MANSC1'],,,,,inferred from Human
163,MSMB (91-114),peptide,['ENSGALG00000044811'],,,,,inferred from Human
164,Müllerian inhibiting substance,peptide,['AMH'],,,,,inferred from Human
165,NGF,peptide,['NGF'],,,,,inferred from Human
166,NPY,peptide,['NGF'],,,,,inferred from Human
168,PACAP-27,peptide,['ADCYAP1'],,,,,inferred from Mouse
169,PACAP-38,peptide,['ADCYAP1'],,,,,inferred from Mouse
173,PHM,peptide,['VIP'],,,,,inferred from Human
174,PHV,peptide,['VIP'],,,,,inferred from Rat
175,PTHrP,peptide,['PTHLH'],,,,,inferred from Human
176,PTHrP-(1-36),peptide,['PTHLH'],,,,,inferred from Human
177,PYY-(3-36),peptide,['PYY'],,,,,inferred from Mouse
178,PrRP-20,peptide,['PRLH'],,,,,inferred from Rat
179,PrRP-31,peptide,['PRLH'],,,,,inferred from Rat
182,R-spondin-1,peptide,['RSPO1'],,,,,inferred from Mouse
183,R-spondin-2,peptide,['RSPO2'],,,,,inferred from Mouse
184,R-spondin-3,peptide,['RSPO3'],,,,,inferred from Mouse
185,R-spondin-4,peptide,['ENSGALG00000023640'],,,,,inferred from Mouse
186,RANK ligand,peptide,['TNFSF11'],,,,,inferred from Human
187,RFRP-3,peptide,['NPVF'],,,,,inferred from Human
189,SRIF-14,peptide,['SST'],,,,,inferred from Mouse
190,SRIF-28,peptide,['SST'],,,,,inferred from Mouse
191,T-kinin,peptide,['KNG1'],,,,,inferred from Rat
192,TGFα,peptide,['TGFA'],,,,,inferred from Human
193,TGFβ1,peptide,['TGFB1'],,,,,inferred from Human
194,TGFβ2,peptide,['TGFB2'],,,,,inferred from Human
195,TGFβ3,peptide,['TGFB3'],,,,,inferred from Human
197,TL1A,peptide,['TNFSF15'],,,,,inferred from Human
199,TRAIL,peptide,['TNFSF10'],,,,,inferred from Human
200,TRH,peptide,['TRH'],,,,,inferred from Mouse
203,VEGFA,peptide,['VEGFA'],,,,,inferred from Human
205,VEGFC,peptide,['VEGFC'],,,,,inferred from Human
206,VEGFD,peptide,['VEGFD'],,,,,inferred from Human
207,VEGFE,peptide,['PDGFC'],,,,,inferred from Human
208,VIP,peptide,['VIP'],,,,,inferred from Mouse
209,Wnt-3a,peptide,['WNT3A'],,,,,inferred from Human
210,Wnt-4,peptide,['WNT4'],,,,,inferred from Human
211,Wnt-5a,peptide,['WNT5A'],,,,,inferred from Human
214,[Leu]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
215,[Met]enkephalin,peptide,['PENK'],,,,,inferred from Mouse
216,[Pyr1]apelin-13,peptide,['APLN'],,,,,inferred from Mouse
217,[des-Arg10]kallidin,peptide,['KNG1'],,,,,inferred from Human
218,[des-Arg9]bradykinin,peptide,['KNG1'],,,,,inferred from Mouse
219,[des-octanoyl]ghrelin,peptide,['GHRL'],,,,,inferred from Human
220,activin A,peptide,['INHBA'],,,,,inferred from Human
222,activin B,peptide,['INHBB'],,,,,inferred from Human
226,agouti,peptide,['ASIP'],,,,,inferred from Mouse
227,agouti-related protein,peptide,['AGRP'],,,,,inferred from Human
229,amphiregulin,peptide,['AREG'],,,,,inferred from Human
230,amylin,peptide,['IAPP'],,,,,inferred from Mouse
231,amyloid β,peptide,['APP'],,,,,inferred from Human
232,angiopoietin-1,peptide,['ANGPT1'],,,,,inferred from Human
233,angiopoietin-4,peptide,['ANGPT4'],,,,,inferred from Human
234,angiotensin A,peptide,['AGT'],,,,,inferred from Human
235,angiotensin II,peptide,['AGT'],,,,,inferred from Mouse
236,angiotensin III,peptide,['AGT'],,,,,inferred from Mouse
237,angiotensin IV,peptide,['AGT'],,,,,inferred from Mouse
238,angiotensin-(1-7),peptide,['AGT'],,,,,inferred from Mouse
239,annexin I,peptide,['ANXA1'],,,,,inferred from Human
240,annexin I-(2-26),peptide,['ANXA1'],,,,,inferred from Human
242,apelin-13,peptide,['APLN'],,,,,inferred from Mouse
243,apelin-17,peptide,['APLN'],,,,,inferred from Mouse
244,apelin-36,peptide,['APLN'],,,,,inferred from Human
245,aprotinin,peptide,['APLN'],,,,,inferred from Human
248,betacellulin,peptide,['BTC'],,,,,inferred from Human
249,bovine adrenal medulla peptide 8-22,peptide,['PENK'],,,,,inferred from Human
250,bradykinin,peptide,['KNG1'],,,,,inferred from Mouse
251,brain natriuretic peptide,peptide,['NPPA'],,,,,inferred from Human
255,chemerin,peptide,['RARRES2'],,,,,inferred from Human
257,chorionic somatomammotropin hormone-like 1 ,peptide,['GH'],,,,,inferred from Human
258,ciliary neurotrophic factor,peptide,['CNTF'],,,,,inferred from Human
259,corticotrophin-releasing hormone,peptide,['CRH'],,,,,inferred from Mouse
260,corticotropin-releasing factor,peptide,['CRH'],,,,,inferred from Mouse
262,cytokine domain of tyrosyl tRNA synthetase,peptide,['YARS'],,,,,inferred from Human
263,des-Br-neuropeptide B-23,peptide,['NPB'],,,,,inferred from Human
264,des-Br-neuropeptide B-29,peptide,['NPB'],,,,,inferred from Human
273,ectodysplasin A1,peptide,['EDA'],,,,,inferred from Human
274,ectodysplasin A2,peptide,['EDA'],,,,,inferred from Human
275,endothelin-1,peptide,['EDN1'],,,,,inferred from Mouse
276,endothelin-2,peptide,['EDN2'],,,,,inferred from Human
277,endothelin-3,peptide,['EDN3'],,,,,inferred from Mouse
278,epigen,peptide,['EPGN'],,,,,inferred from Human
279,epiregulin,peptide,['EREG'],,,,,inferred from Human
281,galanin,peptide,['GAL'],,,,,inferred from Mouse
283,gastric inhibitory polypeptide,peptide,['GIP'],,,,,inferred from Rat
288,gastrin-releasing peptide,peptide,['GRP'],,,,,inferred from Human
289,ghrelin,peptide,['GHRL'],,,,,inferred from Human
290,glucagon,peptide,['GCG'],,,,,inferred from Mouse
291,glucagon-like peptide 1-(7-36) amide,peptide,['GCG'],,,,,inferred from Mouse
292,glucagon-like peptide 1-(7-37),peptide,['GCG'],,,,,inferred from Mouse
293,glucagon-like peptide 2,peptide,['GCG'],,,,,inferred from Rat
294,glucagon-like peptide 2-(2-33),peptide,['GCG'],,,,,inferred from Rat
295,glucagon-like peptide 2-(3-33),peptide,['GCG'],,,,,inferred from Rat
296,growth arrest specific protein 6,peptide,['GAS6'],,,,,inferred from Human
297,growth differentiation factor 15,peptide,['ENSGALG00000052151'],,,,,inferred from Human
298,growth hormone 1,peptide,['GH'],,,,,inferred from Human
299,growth hormone 2,peptide,['GH'],,,,,inferred from Human
301,growth/differentiation factor-10,peptide,['GDF10'],,,,,inferred from Human
303,growth/differentiation factor-7,peptide,['GDF7'],,,,,inferred from Human
304,growth/differentiation factor-9,peptide,['GDF9'],,,,,inferred from Human
306,guanylyl cyclase-activating protein 1,peptide,['GUCA1A'],,,,,inferred from Mouse
309,hepatocyte growth factor,peptide,['HGF'],,,,,inferred from Human
312,insulin,peptide,"['INS', 'INS']",,,,,inferred from Human
313,insulin-like growth factor 1,peptide,['IGF-I'],,,,,inferred from Mouse
314,insulin-like growth factor 2,peptide,['IGF2'],,,,,inferred from Human
315,kallidin,peptide,['KNG1'],,,,,inferred from Human
320,large neuromedin N,peptide,['NTS'],,,,,inferred from Human
321,large neurotensin,peptide,['NTS'],,,,,inferred from Human
323,liver enriched antimicrobial peptide 2,peptide,['LEAP2'],,,,,inferred from Human
326,macrophage stimulating protein 1,peptide,['MST1'],,,,,inferred from Human
327,melanin-concentrating hormone,peptide,['PMCH'],,,,,inferred from Mouse
328,microtubule associated protein tau,peptide,['MAPT'],,,,,inferred from Human
329,motilin,peptide,['MLN'],,,,,inferred from Human
330,mucosal addressin cell adhesion molecule 1,peptide,['ENSGALG00000028341'],,,,,inferred from Human
331,myostatin,peptide,['GDF8'],,,,,inferred from Human
332,neuregulin-1,peptide,['NRG1'],,,,,inferred from Human
333,neuregulin-2,peptide,['NRG2'],,,,,inferred from Human
335,neuregulin-4,peptide,['NRG4'],,,,,inferred from Human
336,neurokinin A,peptide,['TAC1'],,,,,inferred from Mouse
339,neuromedin N,peptide,['NTS'],,,,,inferred from Mouse
340,neuromedin S-33,peptide,['NMS'],,,,,inferred from Human
341,neuromedin U-23,peptide,['NMU'],,,,,inferred from Rat
342,neuromedin U-25,peptide,['NMU'],,,,,inferred from Human
343,neuromedin U-8,peptide,['NMU'],,,,,inferred from Human
344,neuropeptide B-23,peptide,['NPB'],,,,,inferred from Human
345,neuropeptide B-29,peptide,['NPB'],,,,,inferred from Human
346,neuropeptide FF,peptide,['ENSGALG00000039134'],,,,,inferred from Human
347,neuropeptide K,peptide,['TAC1'],,,,,inferred from Rat
348,neuropeptide S,peptide,['NPS'],,,,,inferred from Mouse
351,neuropeptide Y,peptide,['NPY'],,,,,inferred from Mouse
352,neuropeptide Y-(3-36),peptide,['NPY'],,,,,inferred from Mouse
353,neuropeptide γ,peptide,['TAC1'],,,,,inferred from Mouse
354,neurotensin,peptide,['NTS'],,,,,inferred from Mouse
355,neurotrophin-3,peptide,['NTF3'],,,,,inferred from Human
357,nociceptin/orphanin FQ,peptide,['PNOC'],,,,,inferred from Mouse
360,orexin-A,peptide,['HCRT'],,,,,inferred from Mouse
361,orexin-B,peptide,['HCRT'],,,,,inferred from Human
362,osteocrin,peptide,['OSTN'],,,,,inferred from Human
363,oxytocin,peptide,['ENSGALG00000019026'],,,,,inferred from Mouse
365,peptide YY,peptide,['PYY'],,,,,inferred from Mouse
367,prokineticin-1,peptide,['PROK1'],,,,,inferred from Human
368,prokineticin-2,peptide,['PROK2'],,,,,inferred from Human
369,prokineticin-2β,peptide,['PROK2'],,,,,inferred from Human
370,prolactin,peptide,['prl'],,,,,inferred from Human
371,prosaptide,peptide,"['ENSGALG00000004747', 'PSAP']",,,,,inferred from Human
372,protein S,peptide,['PROS1'],,,,,inferred from Human
377,ribosomal protein S19,peptide,['RPS19'],,,,,inferred from Human
379,serum amyloid A,peptide,['ENSGALG00000027716'],,,,,inferred from Human
380,stem cell factor,peptide,['KITLG'],,,,,inferred from Human
381,substance P,peptide,['TAC1'],,,,,inferred from Mouse
382,thrombopoietin,peptide,['THPO'],,,,,inferred from Human
386,urocortin 1,peptide,['UCN'],,,,,inferred from Mouse
387,urocortin 2,peptide,['ENSGALG00000032978'],,,,,inferred from Mouse
388,urocortin 3,peptide,['ENSGALG00000032978'],,,,,inferred from Mouse
389,uroguanylin,peptide,['GUCA2B'],,,,,inferred from Human
390,urotensin II-related peptide,peptide,['UTS2B'],,,,,inferred from Mouse
391,urotensin-II,peptide,['UTS2'],,,,,inferred from Mouse
392,vasopressin,peptide,['ENSGALG00000019026'],,,,,inferred from Mouse
393,xenin,peptide,['COPA'],,,,,inferred from Mouse
395,α-MSH,peptide,['POMC'],,,,,inferred from Mouse
397,β-CGRP,peptide,['CALCA'],,,,,inferred from Rat
398,β-endorphin,peptide,['POMC'],,,,,inferred from Human
400,γ-MSH,peptide,['POMC'],,,,,inferred from Mouse
