,receptor,family,type,gene
50,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['DOT1']
51,lysine methyltransferase 2E (inactive),2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['SET4', 'SET3']"
52,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['SET6']
53,thymidylate synthetase,2.1.1.- Methyltransferases,enzyme,['CDC21']
54,protein arginine methyltransferase 5 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['HSL7']
55,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",enzyme,['ADE8']
56,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['ELP3']
57,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['HAT1']
58,lysine acetyltransferase 5,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['ESA1']
59,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['BDF2', 'BDF1']"
60,lysine acetyltransferase 2B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['BDF2', 'BDF1']"
61,diacylglycerol O-acyltransferase 1,2.3.1.-  Acyltransferases,enzyme,"['ARE1', 'ARE2']"
62,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,enzyme,['DGA1']
63,purine nucleoside phosphorylase,2.4.2.1 Purine-nucleoside phosphorylase,enzyme,['PNP1']
64,glutathione S-transferase omega 1,2.5.1.18 Glutathione transferases,enzyme,"['YGR201C', 'TEF4', 'CAM1']"
65,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,enzyme,['RAM2']
66,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,enzyme,['RAM1']
67,Branched chain amino acid transaminase 2,2.6.1.42 Branched-chain-amino-acid transaminase,enzyme,"['BAT1', 'BAT2']"
68,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,enzyme,"['CDC19', 'PYK2']"
69,pyruvate kinase L/R,2.7.1.40 Pyruvate kinases,enzyme,"['CDC19', 'PYK2']"
70,Monoacylglycerol lipase,2-Acylglycerol ester turnover,enzyme,['YJU3']
71,αβ-Hydrolase 2,2-Acylglycerol ester turnover,enzyme,"['EHT1', 'MGL2', 'EEB1']"
72,αβ-Hydrolase 6,2-Acylglycerol ester turnover,enzyme,"['LDH1', 'CLD1']"
73,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['PHD1', 'ASP3-1', 'ASP3-2', 'ASP3-3', 'ASP3-4', 'SOK2']"
74,"lipase, gastric",3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['YEH1', 'YEH2']"
75,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['PPE1']
76,amylase alpha 2A,3.2.1.- Glycosidases,enzyme,"['MAL32', 'IMA1', 'MAL12', 'IMA3', 'IMA5', 'IMA4', 'IMA2']"
77,"glucosidase alpha, acid",3.2.1.- Glycosidases,enzyme,['ROT2']
78,maltase-glucoamylase,3.2.1.- Glycosidases,enzyme,['ROT2']
79,histone deacetylase 3,3.5.1.- Histone deacetylases (HDACs),enzyme,['HOS2']
80,histone deacetylase 6,3.5.1.- Histone deacetylases (HDACs),enzyme,['HDA1']
81,histone deacetylase 8,3.5.1.- Histone deacetylases (HDACs),enzyme,['HOS1']
82,histone deacetylase 9,3.5.1.- Histone deacetylases (HDACs),enzyme,['HOS3']
83,sirtuin 1,3.5.1.- Histone deacetylases (HDACs),enzyme,"['SIR2', 'HST1']"
84,sirtuin 2,3.5.1.- Histone deacetylases (HDACs),enzyme,['HST2']
85,ATPase family AAA domain containing 2,3.6.1.3 ATPases,enzyme,['YTA7']
86,ATPase family AAA domain containing 2B,3.6.1.3 ATPases,enzyme,['YTA7']
87,3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,enzyme,['TSC10']
88,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",5.-.-.- Isomerases,enzyme,"['YDR541C', 'YGL039W', 'ARI1', 'GRE2']"
89,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",6.3.3.- Cyclo-ligases,enzyme,['ADE8']
90,katanin catalytic subunit A1,AAA ATPases,enzyme,"['SAP1', 'YTA6']"
91,aarF domain containing kinase 2,ABC1-A subfamily,enzyme,['YPL109C']
92,aarF domain containing kinase 1,ABC1-B subfamily,enzyme,['MCP2']
93,coenzyme Q8B,ABC1-B subfamily,enzyme,['COQ8']
94,Adenosine deaminase,Adenosine turnover,enzyme,['AAH1']
95,Adenosine kinase,Adenosine turnover,enzyme,['ADO1']
96,Ecto-5'-Nucleotidase,Adenosine turnover,enzyme,['YHR202W']
97,S-Adenosylhomocysteine hydrolase,Adenosine turnover,enzyme,['SAH1']
98,alkaline ceramidase 1,Alkaline ceramidases,enzyme,"['YPC1', 'YDC1']"
99,alkaline ceramidase 2,Alkaline ceramidases,enzyme,"['YPC1', 'YDC1']"
100,alkaline ceramidase 3,Alkaline ceramidases,enzyme,"['YPC1', 'YDC1']"
101,protein kinase AMP-activated non-catalytic subunit beta 1,AMPK subfamily,enzyme,"['GAL83', 'SIP2']"
102,protein kinase AMP-activated non-catalytic subunit beta 2,AMPK subfamily,enzyme,"['GAL83', 'SIP2']"
103,protein kinase AMP-activated non-catalytic subunit gamma 1,AMPK subfamily,enzyme,['SNF4']
104,protein kinase AMP-activated non-catalytic subunit gamma 2,AMPK subfamily,enzyme,['SNF4']
105,protein kinase AMP-activated non-catalytic subunit gamma 3,AMPK subfamily,enzyme,['SNF4']
106,Arginase I,Arginase,enzyme,['CAR1']
107,Arginase II,Arginase,enzyme,['CAR1']
108,bromodomain containing 1,Bromodomain kinase (BRDK) family,enzyme,['NTO1']
109,bromodomain containing 2,Bromodomain kinase (BRDK) family,enzyme,"['BDF2', 'BDF1']"
110,bromodomain containing 3,Bromodomain kinase (BRDK) family,enzyme,"['BDF2', 'BDF1']"
111,bromodomain containing 4,Bromodomain kinase (BRDK) family,enzyme,"['BDF2', 'BDF1']"
112,BUB1 mitotic checkpoint serine/threonine kinase,Bub family,enzyme,"['BUB1', 'MAD3']"
113,BUB1 mitotic checkpoint serine/threonine kinase B,Bub family,enzyme,"['BUB1', 'MAD3']"
114,TP53 regulating kinase,Bud32 family,enzyme,['BUD32']
115,SUMO specific peptidase 6,C48: Ulp1 endopeptidase,enzyme,['ULP2']
116,SUMO specific peptidase 7,C48: Ulp1 endopeptidase,enzyme,['ULP2']
117,autophagy related 4B cysteine peptidase,C54: Aut2 peptidase,enzyme,['ATG4']
118,Pyruvate carboxylase,Carboxylases,enzyme,"['PYC2', 'PYC1']"
119,casein kinase 1 alpha 1,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
120,casein kinase 1 alpha 1 like,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
121,casein kinase 1 gamma 1,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
122,casein kinase 1 gamma 2,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
123,casein kinase 1 gamma 3,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
124,casein kinase 1 delta,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2']"
125,casein kinase 1 epsilon,Casein kinase 1 (CK1) family,enzyme,"['YCK3', 'YCK1', 'YCK2', 'YCK3', 'YCK1', 'YCK2']"
126,"casein kinase 2, alpha 1 polypeptide subunit",Casein kinase 2 (CK2) family,enzyme,"['CKA1', 'CKA2']"
127,"casein kinase 2, alpha prime polypeptide subunit",Casein kinase 2 (CK2) family,enzyme,"['CKA1', 'CKA2']"
128,"casein kinase 2, beta polypeptide subunit",Casein kinase 2 (CK2) family,enzyme,['CKB1']
129,Monoamine oxidase B,Catecholamine turnover,enzyme,['FMS1']
130,cell division cycle 7,CDC7 family,enzyme,['CDC7']
131,cyclin dependent kinase 1,CDK1 subfamily,enzyme,['CDC28']
132,cyclin dependent kinase 3,CDK1 subfamily,enzyme,['CDC28']
133,cyclin dependent kinase 7,CDK7 subfamily,enzyme,['KIN28']
134,cyclin dependent kinase 9,CDK9 subfamily,enzyme,['SGV1']
135,ceramide kinase,Ceramide kinase,enzyme,"['LCB5', 'LCB4']"
136,ceramide synthase 1,Ceramide synthase,enzyme,"['LAG1', 'LAC1']"
137,ceramide synthase 4,Ceramide synthase,enzyme,"['LAG1', 'LAC1']"
138,ceramide synthase 5,Ceramide synthase,enzyme,"['LAG1', 'LAC1']"
139,ceramide synthase 6,Ceramide synthase,enzyme,"['LAG1', 'LAC1']"
140,checkpoint kinase 2,CHK1 subfamily,enzyme,['DUN1']
141,CDC like kinase 3,CLK family,enzyme,['YAK1']
142,CDC like kinase 4,CLK family,enzyme,['YAK1']
143,CYP51A1,"CYP39, CYP46 and CYP51 families",enzyme,['ERG11']
144,death associated protein kinase 1,Death-associated kinase (DAPK) family,enzyme,"['YML002W', 'TDA1']"
145,death associated protein kinase 2,Death-associated kinase (DAPK) family,enzyme,"['YML002W', 'TDA1']"
146,death associated protein kinase 3,Death-associated kinase (DAPK) family,enzyme,"['YML002W', 'TDA1']"
147,L-Arginine decarboxylase ,Decarboxylases,enzyme,['SPE1']
148,Ornithine decarboxylase,Decarboxylases,enzyme,['SPE1']
149,Phosphatidylserine decarboxylase ,Decarboxylases,enzyme,"['PSD2', 'PSD1']"
150,S-Adenosylmethionine decarboxylase ,Decarboxylases,enzyme,['SPE2']
151,8-oxoguanine DNA glycosylase,DNA glycosylases,enzyme,['MAG1']
152,4-aminobutyrate aminotransferase,GABA turnover,enzyme,['UGA1']
153,aldehyde dehydrogenase 5 family member A1,GABA turnover,enzyme,['UGA2']
154,DM1 protein kinase,GEK subfamily,enzyme,"['DBF2', 'DBF20']"
155,glycine cleavage system protein H,Glycine recycling,enzyme,['GCV3']
156,glycogen synthase kinase 3 alpha,GSK subfamily,enzyme,"['MRK1', 'RIM11']"
157,glycogen synthase kinase 3 beta,GSK subfamily,enzyme,"['MRK1', 'RIM11']"
158,Haem oxygenase 1,Haem oxygenase,enzyme,['HMX1']
159,Haem oxygenase 2,Haem oxygenase,enzyme,['HMX1']
160,histone H3 associated protein kinase,Haspin family,enzyme,"['ALK2', 'ALK1']"
161,Glucokinase,Hexokinases,enzyme,"['GLK1', 'EMI2']"
162,Cystathionine β-synthase,Hydrogen sulphide synthesis,enzyme,['CYS4']
163,Cystathionine γ-lyase,Hydrogen sulphide synthesis,enzyme,['CYS3']
164,L-Cysteine:2-oxoglutarate aminotransferase,Hydrogen sulphide synthesis,enzyme,"['ALT2', 'ALT1', 'ALT2', 'ALT1']"
165,3-Mercaptopyruvate sulfurtransferase,Hydrogen sulphide synthesis,enzyme,['TUM1']
166,ectonucleoside triphosphate diphosphohydrolase 2,Hydrolases,enzyme,['YND1']
167,epoxide hydrolase 2,Hydrolases,enzyme,"['LDH1', 'CLD1']"
168,Leukotriene A4 hydrolase,Hydrolases,enzyme,['LAP2']
169,Monoacylglycerol lipase,Hydrolases,enzyme,['YJU3']
170,IP3 kinase A,"Inositol 1,4,5-trisphosphate 3-kinases",enzyme,['ARG82']
171,IP3 kinase B,"Inositol 1,4,5-trisphosphate 3-kinases",enzyme,['ARG82']
172,IP3 kinase C,"Inositol 1,4,5-trisphosphate 3-kinases",enzyme,['ARG82']
173,INPP5B,Inositol polyphosphate phosphatases,enzyme,['INP54']
174,INPP5D,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
175,INPP5J,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
176,INPP5K,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
177,INPPL1,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
178,OCRL,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
179,SYNJ1,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
180,SYNJ2,Inositol polyphosphate phosphatases,enzyme,"['INP52', 'INP53']"
181,interleukin 1 receptor associated kinase 1,Interleukin-1 receptor-associated kinase (IRAK) family,enzyme,"['ALK2', 'ALK1']"
182,interleukin 1 receptor associated kinase 2,Interleukin-1 receptor-associated kinase (IRAK) family,enzyme,"['ALK2', 'ALK1']"
183,interleukin 1 receptor associated kinase 3,Interleukin-1 receptor-associated kinase (IRAK) family,enzyme,"['ALK2', 'ALK1']"
184,endoplasmic reticulum to nucleus signaling 2,IRE family,enzyme,['IRE1']
185,aconitate decarboxylase 1,Itaconate biosynthesis,enzyme,['PDH1']
186,acetyl-CoA acetyltransferase 1,Lanosterol biosynthesis pathway,enzyme,['ERG10']
187,acetyl-CoA acetyltransferase 2,Lanosterol biosynthesis pathway,enzyme,['ERG10']
188,hydroxymethylglutaryl-CoA synthase 1,Lanosterol biosynthesis pathway,enzyme,['ERG13']
189,hydroxymethylglutaryl-CoA synthase 2,Lanosterol biosynthesis pathway,enzyme,['ERG13']
190,hydroxymethylglutaryl-CoA reductase,Lanosterol biosynthesis pathway,enzyme,"['HMG2', 'HMG1']"
191,mevalonate kinase,Lanosterol biosynthesis pathway,enzyme,['ERG12']
192,diphosphomevalonate decarboxylase,Lanosterol biosynthesis pathway,enzyme,['MVD1']
193,isopentenyl-diphosphate Δ-isomerase 1,Lanosterol biosynthesis pathway,enzyme,['IDI1']
194,isopentenyl-diphosphate Δ-isomerase 2,Lanosterol biosynthesis pathway,enzyme,['IDI1']
195,geranylgeranyl diphosphate synthase,Lanosterol biosynthesis pathway,enzyme,['BTS1']
196,farnesyl diphosphate synthase,Lanosterol biosynthesis pathway,enzyme,['ERG20']
197,squalene synthase ,Lanosterol biosynthesis pathway,enzyme,['ERG9']
198,squalene monooxygenase,Lanosterol biosynthesis pathway,enzyme,['ERG1']
199,lanosterol synthase,Lanosterol biosynthesis pathway,enzyme,['ERG7']
200,Leukotriene A4 hydrolase,Leukotriene and lipoxin metabolism,enzyme,['LAP2']
201,PPA2A,Lipid phosphate phosphatases,enzyme,['DPP1']
202,PPA2B,Lipid phosphate phosphatases,enzyme,['DPP1']
203,PPA3A,Lipid phosphate phosphatases,enzyme,['DPP1']
204,phosphatase and tensin homolog,Lipid phosphate phosphatases,enzyme,['TEP1']
205,autotaxin,LPA synthesis,enzyme,"['NPP1', 'NPP2']"
206,Carboxypeptidase A1 (pancreatic),M14: Carboxypeptidase A,enzyme,['ECM14']
207,Carboxypeptidase A3 (mast cell),M14: Carboxypeptidase A,enzyme,['ECM14']
208,Carboxypeptidase A4,M14: Carboxypeptidase A,enzyme,['ECM14']
209,Carboxypeptidase A5,M14: Carboxypeptidase A,enzyme,['ECM14']
210,Carboxypeptidase A6,M14: Carboxypeptidase A,enzyme,['ECM14']
211,Carboxypeptidase B2 (plasma),M14: Carboxypeptidase A,enzyme,['ECM14']
212,Carboxypeptidase O,M14: Carboxypeptidase A,enzyme,['ECM14']
213,insulin degrading enzyme,M16: Pitrilysin,enzyme,['STE23']
214,Leukotriene A4 hydrolase,M1: Aminopeptidase N,enzyme,['LAP2']
215,Puromycin-sensitive aminopeptidase,M1: Aminopeptidase N,enzyme,"['AAP1', 'APE2']"
216,Methionyl aminopeptidase 1,M24: Methionyl aminopeptidase,enzyme,['MAP1']
217,peptidase D,M24: Methionyl aminopeptidase,enzyme,['YFR006W']
218,X-prolyl aminopeptidase 1,M24: Methionyl aminopeptidase,enzyme,['FRA1']
219,X-prolyl aminopeptidase 3,M24: Methionyl aminopeptidase,enzyme,['ICP55']
220,Folate hydrolase (prostate-specific membrane antigen) 1,M28: Aminopeptidase Y,enzyme,['VPS70']
221,glutaminyl-peptide cyclotransferase,M28: Aminopeptidase Y,enzyme,['YFR018C']
222,N-Acetylated α-linked acidic dipeptidase-like 1,M28: Aminopeptidase Y,enzyme,['VPS70']
223,N-Acetylated α-linked acidic dipeptidase 2,M28: Aminopeptidase Y,enzyme,['VPS70']
224,dipeptidyl peptidase 3,M49: Dipeptidyl-peptidase III,enzyme,['YOL057W']
225,"proteasome 26S subunit, non-ATPase 14",M67: PSMD14 peptidase,enzyme,['RPN11']
226,Ras converting CAAX endopeptidase 1,M79: Prenyl protease 2,enzyme,['RCE1']
227,Microtubule associated serine/threonine kinase 1,MAST family,enzyme,"['DBF2', 'DBF20']"
228,Microtubule associated serine/threonine kinase 2,MAST family,enzyme,"['DBF2', 'DBF20']"
229,Microtubule associated serine/threonine kinase 3,MAST family,enzyme,"['DBF2', 'DBF20']"
230,Microtubule associated serine/threonine kinase 4,MAST family,enzyme,"['DBF2', 'DBF20']"
231,Microtubule associated serine/threonine kinase-like,MAST family,enzyme,['RIM15']
232,maternal embryonic leucine zipper kinase,MELK subfamily,enzyme,['YPL150W']
233,calcium/calmodulin dependent protein kinase kinase 2,Meta subfamily,enzyme,"['SAK1', 'TOS3']"
234,mitofusin 1,Mitofusin proteins,enzyme,['FZO1']
235,mitofusin 2,Mitofusin proteins,enzyme,['FZO1']
236,MAPK interacting serine/threonine kinase 1,MKN subfamily,enzyme,['NNK1']
237,ribosomal protein S6 kinase A5,MSK subfamily,enzyme,"['KIN82', 'FPK1']"
238,ribosomal protein S6 kinase A4,MSK subfamily,enzyme,"['KIN82', 'FPK1']"
239,myosin light chain kinase,Myosin Light Chain Kinase (MLCK) family,enzyme,"['YML002W', 'TDA1']"
240,dual oxidase 1,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
241,dual oxidase 2,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
242,NADPH oxidase 1,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
243,cytochrome b-245 beta chain,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
244,NADPH oxidase 3,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
245,NADPH oxidase 4,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
246,NADPH oxidase 5,NADPH oxidases,enzyme,"['FRE7', 'FRE5']"
247,AP2 associated kinase 1,NAK family,enzyme,"['PRK1', 'ARK1']"
248,serine/threonine kinase 16,NAK family,enzyme,['ENV7']
249,large tumor suppressor kinase 1,NDR family,enzyme,"['DBF2', 'DBF20']"
250,large tumor suppressor kinase 2,NDR family,enzyme,"['DBF2', 'DBF20']"
251,Serine/threonine kinase 38,NDR family,enzyme,['CBK1']
252,Serine/threonine kinase 38 like,NDR family,enzyme,['CBK1']
253,NIMA related kinase 1,NIMA (never in mitosis gene a)- related kinase (NEK) family,enzyme,"['MKK1', 'MKK2']"
254,NIMA related kinase 2,NIMA (never in mitosis gene a)- related kinase (NEK) family,enzyme,['KIN3']
255,dihydrofolate reductase,Nucleoside synthesis and metabolism,enzyme,['DFR1']
256,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Nucleoside synthesis and metabolism,enzyme,['ADE8']
257,thymidylate synthetase,Nucleoside synthesis and metabolism,enzyme,['CDC21']
258,purine nucleoside phosphorylase,Nucleoside synthesis and metabolism,enzyme,['PNP1']
259,ribonucleotide reductase catalytic subunit M1,Nucleoside synthesis and metabolism,enzyme,"['RNR1', 'RNR3']"
260,ribonucleotide reductase regulatory subunit M2,Nucleoside synthesis and metabolism,enzyme,"['RNR4', 'RNR2']"
261,ribonucleotide reductase regulatory TP53 inducible subunit M2B,Nucleoside synthesis and metabolism,enzyme,"['RNR4', 'RNR2']"
262,dihydropyrimidine dehydrogenase,Nucleotide turnover,enzyme,['URA1']
263,BMP2 inducible kinase,Numb-associated kinase (NAK) family,enzyme,"['PRK1', 'ARK1']"
264,cyclin G associated kinase,Numb-associated kinase (NAK) family,enzyme,['SWA2']
265,ribosomal protein S6 kinase B1,p70 subfamily,enzyme,"['YPK3', 'KIN82', 'FPK1']"
266,ribosomal protein S6 kinase B2,p70 subfamily,enzyme,"['KIN82', 'FPK1']"
267,PAS domain containing serine/threonine kinase,PASK subfamily,enzyme,"['PSK1', 'PSK2']"
268,pyruvate dehydrogenase kinase 1,PDHK family,enzyme,['PKP2']
269,pyruvate dehydrogenase kinase 3,PDHK family,enzyme,['PKP2']
270,3-phosphoinositide dependent protein kinase 1,PDK1 family,enzyme,"['PKH1', 'PKH2']"
271,eukaryotic translation initiation factor 2 alpha kinase 3,PEK subfamily,enzyme,['GCN2']
272,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol 3-kinase family,enzyme,['VPS34']
273,phosphatidylinositol 4-kinase alpha,Phosphatidylinositol kinases,enzyme,['STT4']
274,phosphatidylinositol 4-kinase beta,Phosphatidylinositol kinases,enzyme,['PIK1']
275,phosphatidylinositol 4-kinase type 2 alpha,Phosphatidylinositol kinases,enzyme,['LSB6']
276,phosphatidylinositol 4-kinase type 2 beta,Phosphatidylinositol kinases,enzyme,['LSB6']
277,phosphoinositide-3-kinase regulatory subunit 4,Phosphatidylinositol kinases,enzyme,['VPS15']
278,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol kinases,enzyme,['VPS34']
279,cPLA2-4A,Phospholipase A2,enzyme,"['PLB2', 'PLB1', 'SPO1', 'PLB3']"
280,cPLA2-4C,Phospholipase A2,enzyme,"['PLB2', 'PLB1', 'SPO1', 'PLB3']"
281,cPLA2-4F,Phospholipase A2,enzyme,"['PLB2', 'PLB1', 'SPO1', 'PLB3']"
282,polo like kinase 1,Polo-like kinase (PLK) family,enzyme,['CDC5']
283,cPGES,Prostaglandin synthases,enzyme,['SBA1']
284,AKR1C3,Prostaglandin synthases,enzyme,"['AAD3', 'YDL124W', 'AAD4', 'YPR1', 'AAD10', 'ARA2', 'AAD14', 'AAD15', 'GCY1', 'YPL088W']"
