,receptor,family,type,gene
26,CELSR2,Adhesion Class GPCRs,gpcr,['celsr2']
27,CELSR3,Adhesion Class GPCRs,gpcr,['celsr3']
28,ADGRD1,Adhesion Class GPCRs,gpcr,['tigd5']
29,ADGRD2,Adhesion Class GPCRs,gpcr,['gatd3a']
30,ADGRF3,Adhesion Class GPCRs,gpcr,['ENSXETG00000034341']
31,ADGRF5,Adhesion Class GPCRs,gpcr,"['ENSXETG00000011314', 'smarca1', 'gucy2f']"
32,ADGRG1,Adhesion Class GPCRs,gpcr,['adgrg1']
33,ADGRG2,Adhesion Class GPCRs,gpcr,['ADGRG2']
34,ADGRG4,Adhesion Class GPCRs,gpcr,['ENSXETG00000040422']
35,ADGRG6,Adhesion Class GPCRs,gpcr,['ADGRG6']
36,ADGRL1,Adhesion Class GPCRs,gpcr,['adgrl1']
37,ADGRL2,Adhesion Class GPCRs,gpcr,['hpx']
38,ADGRL3,Adhesion Class GPCRs,gpcr,['ADGRL3']
39,ADGRL4,Adhesion Class GPCRs,gpcr,['adgrl4']
40,ADGRV1,Adhesion Class GPCRs,gpcr,['adgrv1']
41,α1A-adrenoceptor,Adrenoceptors,gpcr,['efr3b']
42,α1B-adrenoceptor,Adrenoceptors,gpcr,['adra1b']
43,α1D-adrenoceptor,Adrenoceptors,gpcr,['adra1d']
44,α2B-adrenoceptor,Adrenoceptors,gpcr,['adra2b']
45,α2C-adrenoceptor,Adrenoceptors,gpcr,['adra2c']
46,β2-adrenoceptor,Adrenoceptors,gpcr,['ADRB2']
47,β3-adrenoceptor,Adrenoceptors,gpcr,['ENSXETG00000030790']
48,AT1 receptor,Angiotensin receptors,gpcr,['agtr1']
49,AT2 receptor,Angiotensin receptors,gpcr,['agtr2']
50,BB1 receptor,Bombesin receptors,gpcr,['nmbr']
51,BB2 receptor,Bombesin receptors,gpcr,['prps1']
52,BB3 receptor,Bombesin receptors,gpcr,['brs3']
53,B2 receptor,Bradykinin receptors,gpcr,['bdkrb2']
54,CT receptor,Calcitonin receptors,gpcr,"['ppwd1', 'pecr']"
55,calcitonin receptor-like receptor,Calcitonin receptors,gpcr,['calcrl']
56,CaS receptor,Calcium-sensing receptor,gpcr,['casr']
57,CB1 receptor,Cannabinoid receptors,gpcr,['cnr1']
58,CB2 receptor,Cannabinoid receptors,gpcr,['cnr2']
59,chemerin receptor 1,Chemerin receptors,gpcr,['cmklr1']
60,chemerin receptor 2,Chemerin receptors,gpcr,['GPR1']
61,CCR1,Chemokine receptors,gpcr,['ENSXETG00000038447']
62,CCR2,Chemokine receptors,gpcr,['ENSXETG00000038447']
63,CCR3,Chemokine receptors,gpcr,['ENSXETG00000038447']
64,CCR5,Chemokine receptors,gpcr,['ENSXETG00000038447']
65,CCR6,Chemokine receptors,gpcr,['ccr6']
66,CCR7,Chemokine receptors,gpcr,['ccr7']
67,CCR8,Chemokine receptors,gpcr,['CCR8']
68,CCR9,Chemokine receptors,gpcr,['CCR9']
69,CCR10,Chemokine receptors,gpcr,['ENSXETG00000037864']
70,CXCR1,Chemokine receptors,gpcr,['ENSXETG00000036062']
71,CXCR2,Chemokine receptors,gpcr,['ENSXETG00000036062']
72,CXCR3,Chemokine receptors,gpcr,['cxcr3']
73,CXCR4,Chemokine receptors,gpcr,['cxcr4']
74,CXCR5,Chemokine receptors,gpcr,['cxcr5']
75,CXCR6,Chemokine receptors,gpcr,['cxcr6']
76,XCR1,Chemokine receptors,gpcr,['ccr2']
77,ACKR3,Chemokine receptors,gpcr,['ackr3']
78,ACKR4,Chemokine receptors,gpcr,['ackr4']
79,CCRL2,Chemokine receptors,gpcr,['ENSXETG00000038447']
80,CCK1 receptor,Cholecystokinin receptors,gpcr,['cckar']
81,BB3 receptor,Class A Orphans,gpcr,['brs3']
82,GPR4,Class A Orphans,gpcr,['dbf4']
83,GPR42,Class A Orphans,gpcr,['ENSXETG00000033841']
84,GPR6,Class A Orphans,gpcr,['gpr6']
85,GPR17,Class A Orphans,gpcr,['gpr17']
86,GPR18,Class A Orphans,gpcr,['gpr18']
87,GPR20,Class A Orphans,gpcr,['gpr20']
88,GPR25,Class A Orphans,gpcr,['gpr25']
89,GPR26,Class A Orphans,gpcr,['gpr26']
90,GPR27,Class A Orphans,gpcr,['nf2']
91,GPR32,Class A Orphans,gpcr,"['map3k3', 'ENSXETG00000034791', 'ENSXETG00000035032', 'bmp10', 'ENSXETG00000039504', 'ENSXETG00000041154', 'ENSXETG00000041332']"
92,GPR33,Class A Orphans,gpcr,"['ENSXETG00000007169', 'ENSXETG00000007313', 'ENSXETG00000035114', 'ENSXETG00000036515', 'pex19', 'lysmd1', 'adamts3']"
93,GPR34,Class A Orphans,gpcr,['gpr34']
94,GPR35,Class A Orphans,gpcr,"['hpd-like.2', 'kntc1', 'ENSXETG00000037606']"
95,GPR37,Class A Orphans,gpcr,['gpr37']
96,GPR37L1,Class A Orphans,gpcr,['gpr37l1']
97,GPR39,Class A Orphans,gpcr,['mta1']
98,GPR45,Class A Orphans,gpcr,['gpr45']
99,GPR50,Class A Orphans,gpcr,"['yod1', 'ENSXETG00000038615']"
100,GPR55,Class A Orphans,gpcr,['gpr55']
101,GPR61,Class A Orphans,gpcr,['GPR61']
102,GPR63,Class A Orphans,gpcr,['gpr63']
103,GPR65,Class A Orphans,gpcr,['GPR65']
104,GPR68,Class A Orphans,gpcr,"['gpr68', 'ENSXETG00000040511']"
105,GPR75,Class A Orphans,gpcr,['gpr75']
106,GPR78,Class A Orphans,gpcr,['gpr78']
107,GPR82,Class A Orphans,gpcr,['cnot4']
108,GPR83,Class A Orphans,gpcr,['gpr83.2']
109,GPR85,Class A Orphans,gpcr,['gpr85']
110,GPR87,Class A Orphans,gpcr,['GPR87']
111,GPR88,Class A Orphans,gpcr,['gpr88']
112,GPR101,Class A Orphans,gpcr,['gpr101']
113,GPR119,Class A Orphans,gpcr,['gpr119']
114,GPR132,Class A Orphans,gpcr,['ENSXETG00000030867']
115,GPR135,Class A Orphans,gpcr,['gpr135']
116,GPR139,Class A Orphans,gpcr,['gpr139']
117,GPR141,Class A Orphans,gpcr,['zc3h12a']
118,GPR142,Class A Orphans,gpcr,['GPR142']
119,GPR149,Class A Orphans,gpcr,['gpr149']
120,GPR150,Class A Orphans,gpcr,['gpr150']
121,GPR151,Class A Orphans,gpcr,['gpr151']
122,GPR153,Class A Orphans,gpcr,['gpr153']
123,GPR160,Class A Orphans,gpcr,['rab5a']
124,GPR161,Class A Orphans,gpcr,['gpr161']
125,GPR162,Class A Orphans,gpcr,['GPR162']
126,GPR171,Class A Orphans,gpcr,['GPR171']
127,GPR173,Class A Orphans,gpcr,['gpr173']
128,GPR176,Class A Orphans,gpcr,['gpr176']
129,LGR4,Class A Orphans,gpcr,['jade3']
130,LGR5,Class A Orphans,gpcr,['rpl24']
131,MAS1,Class A Orphans,gpcr,['mas1']
132,MAS1L,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
133,MRGPRD,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
134,MRGPRE,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
135,MRGPRF,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
136,MRGPRG,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
137,MRGPRX1,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
138,MRGPRX2,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
139,MRGPRX3,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
140,MRGPRX4,Class A Orphans,gpcr,"['mas1l', 'ENSXETG00000038879', 'ENSXETG00000040470']"
141,P2RY8,Class A Orphans,gpcr,['idnk']
142,P2RY10,Class A Orphans,gpcr,['p2ry10']
143,GPR156,Class C Orphans,gpcr,['pc.2']
144,GPR158,Class C Orphans,gpcr,['gpr158']
145,GPR179,Class C Orphans,gpcr,['rpf2']
146,GPRC5A,Class C Orphans,gpcr,['gprc5a']
147,GPRC5B,Class C Orphans,gpcr,['b3galt5l']
148,GPRC5C,Class C Orphans,gpcr,['gprc5cl1']
149,GPRC5D,Class C Orphans,gpcr,['gprc5a']
150,GPRC6 receptor,Class C Orphans,gpcr,['GPRC6A']
151,FZD1,Class Frizzled GPCRs,gpcr,['fzd1']
152,FZD2,Class Frizzled GPCRs,gpcr,['fzd2']
153,FZD3,Class Frizzled GPCRs,gpcr,['fzd3']
154,FZD4,Class Frizzled GPCRs,gpcr,['fzd4']
155,FZD6,Class Frizzled GPCRs,gpcr,['fzd6']
156,FZD7,Class Frizzled GPCRs,gpcr,['fzd7']
157,FZD8,Class Frizzled GPCRs,gpcr,['fzd8']
158,FZD9,Class Frizzled GPCRs,gpcr,['fzd9']
159,SMO,Class Frizzled GPCRs,gpcr,['smo']
160,C3a receptor,Complement peptide receptors,gpcr,['c3ar1']
161,C5a1 receptor,Complement peptide receptors,gpcr,['c5ar1']
162,C5a2 receptor,Complement peptide receptors,gpcr,['c5ar1']
163,CRF1 receptor,Corticotropin-releasing factor receptors,gpcr,"['crhr1.2', 'crhr1.2']"
164,CRF2 receptor,Corticotropin-releasing factor receptors,gpcr,['crhr2']
165,D1 receptor,Dopamine receptors,gpcr,['drd1']
166,D2 receptor,Dopamine receptors,gpcr,['drd2']
167,D4 receptor,Dopamine receptors,gpcr,['drd4']
168,D5 receptor,Dopamine receptors,gpcr,['drd5']
169,ETA receptor,Endothelin receptors,gpcr,['ednra']
170,ETB receptor,Endothelin receptors,gpcr,['ednrb']
171,FPR1,Formylpeptide receptors,gpcr,"['map3k3', 'ENSXETG00000034791', 'ENSXETG00000035032', 'bmp10', 'ENSXETG00000039504', 'ENSXETG00000041154', 'ENSXETG00000041332']"
172,FPR2/ALX,Formylpeptide receptors,gpcr,"['map3k3', 'ENSXETG00000034791', 'ENSXETG00000035032', 'bmp10', 'ENSXETG00000039504', 'ENSXETG00000041154', 'ENSXETG00000041332']"
173,FPR3,Formylpeptide receptors,gpcr,"['map3k3', 'ENSXETG00000034791', 'ENSXETG00000035032', 'bmp10', 'ENSXETG00000039504', 'ENSXETG00000041154', 'ENSXETG00000041332']"
174,FFA1 receptor,Free fatty acid receptors,gpcr,['adprm']
175,FFA2 receptor,Free fatty acid receptors,gpcr,['ENSXETG00000033841']
176,FFA3 receptor,Free fatty acid receptors,gpcr,['ENSXETG00000033841']
177,GPR42,Free fatty acid receptors,gpcr,['ENSXETG00000033841']
178,GABAB1,GABAB receptors,gpcr,['gabbr1']
179,GABAB2,GABAB receptors,gpcr,['gabbr2']
180,GAL1 receptor,Galanin receptors,gpcr,['galr1']
181,GAL2 receptor,Galanin receptors,gpcr,['galr2']
182,ghrelin receptor,Ghrelin receptor,gpcr,['ghsr']
183,GLP-2 receptor,Glucagon receptor family,gpcr,['glp2r']
184,glucagon receptor,Glucagon receptor family,gpcr,['gcgr']
185,secretin receptor,Glucagon receptor family,gpcr,['vax1']
186,FSH receptor,Glycoprotein hormone receptors,gpcr,['fshr']
187,LH receptor,Glycoprotein hormone receptors,gpcr,['prdm2']
188,TSH receptor,Glycoprotein hormone receptors,gpcr,['tshr']
189,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,gpcr,"['gnrhr', 'gnrhr2']"
190,GPR18,"GPR18, GPR55 and GPR119",gpcr,['gpr18']
191,GPR55,"GPR18, GPR55 and GPR119",gpcr,['gpr55']
192,GPR119,"GPR18, GPR55 and GPR119",gpcr,['gpr119']
193,GPER,G protein-coupled estrogen receptor,gpcr,['gper1']
194,H1 receptor,Histamine receptors,gpcr,['hrh1']
195,H2 receptor,Histamine receptors,gpcr,['HRH2']
196,H4 receptor,Histamine receptors,gpcr,['ENSXETG00000037265']
197,HCA1 receptor,Hydroxycarboxylic acid receptors,gpcr,['hcar2']
198,HCA2 receptor,Hydroxycarboxylic acid receptors,gpcr,['hcar2']
199,HCA3 receptor,Hydroxycarboxylic acid receptors,gpcr,['hcar2']
200,kisspeptin receptor,Kisspeptin receptor,gpcr,['kissr1b']
201,BLT1 receptor,Leukotriene receptors,gpcr,['ENSXETG00000036845']
202,BLT2 receptor,Leukotriene receptors,gpcr,['ltb4r2']
203,CysLT1 receptor,Leukotriene receptors,gpcr,['cysltr1']
204,FPR2/ALX,Leukotriene receptors,gpcr,"['map3k3', 'ENSXETG00000034791', 'ENSXETG00000035032', 'bmp10', 'ENSXETG00000039504', 'ENSXETG00000041154', 'ENSXETG00000041332']"
205,LPA1 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar1']
206,LPA2 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar2']
207,LPA3 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar3']
208,LPA4 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar4']
209,LPA5 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar5']
210,LPA6 receptor,Lysophospholipid (LPA) receptors,gpcr,['lpar6']
211,S1P1 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr1']
212,S1P2 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr2']
213,S1P3 receptor,Lysophospholipid (S1P) receptors,gpcr,['dcun1d2']
214,S1P4 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr4']
215,S1P5 receptor,Lysophospholipid (S1P) receptors,gpcr,['s1pr5']
216,MCH1 receptor,Melanin-concentrating hormone receptors,gpcr,['mchr1.2']
217,MCH2 receptor,Melanin-concentrating hormone receptors,gpcr,['mchr2']
218,MC1 receptor,Melanocortin receptors,gpcr,['MC1R']
219,MC2 receptor,Melanocortin receptors,gpcr,['mc2r']
220,MC3 receptor,Melanocortin receptors,gpcr,['mc3r']
221,MC4 receptor,Melanocortin receptors,gpcr,['mc4r']
222,MC5 receptor,Melanocortin receptors,gpcr,['mc5r']
223,MT1 receptor,Melatonin receptors,gpcr,['mtnr1a']
224,MT2 receptor,Melatonin receptors,gpcr,"['lmnb3', 'ENSXETG00000038057']"
225,mGlu1 receptor,Metabotropic glutamate receptors,gpcr,['grm1']
226,mGlu2 receptor,Metabotropic glutamate receptors,gpcr,['GRM2']
227,mGlu3 receptor,Metabotropic glutamate receptors,gpcr,['grm3']
228,mGlu4 receptor,Metabotropic glutamate receptors,gpcr,['grm4']
229,mGlu5 receptor,Metabotropic glutamate receptors,gpcr,['grm5']
230,mGlu6 receptor,Metabotropic glutamate receptors,gpcr,['pias4']
231,mGlu7 receptor,Metabotropic glutamate receptors,gpcr,['grm7']
232,mGlu8 receptor,Metabotropic glutamate receptors,gpcr,['grm6']
233,motilin receptor,Motilin receptor,gpcr,['ENSXETG00000010137']
234,NMU1 receptor,Neuromedin U receptors,gpcr,"['cdk16', 'ENSXETG00000036384']"
235,NMU2 receptor,Neuromedin U receptors,gpcr,['nmur2']
236,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,"['npffr1.1', 'hnrnpa1']"
237,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,gpcr,['npffr2']
238,NPS receptor,Neuropeptide S receptor,gpcr,['evx1']
239,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['npbwr1']
240,NPBW2 receptor,Neuropeptide W/neuropeptide B receptors,gpcr,['npbwr2']
241,Y1 receptor,Neuropeptide Y receptors,gpcr,['cdca7']
242,Y2 receptor,Neuropeptide Y receptors,gpcr,['npy2r']
243,Y4 receptor,Neuropeptide Y receptors,gpcr,['ENSXETG00000036571']
244,Y5 receptor,Neuropeptide Y receptors,gpcr,['npy5r']
245,NTS2 receptor,Neurotensin receptors,gpcr,['ntsr2']
246,δ receptor,Opioid receptors,gpcr,['oprd1']
247,κ receptor,Opioid receptors,gpcr,['oprk1']
248,μ receptor,Opioid receptors,gpcr,['oprm1']
249,OPN1LW,Opsin receptors,gpcr,['opn1lw']
250,OPN1MW,Opsin receptors,gpcr,['opn1lw']
251,OPN1SW,Opsin receptors,gpcr,['opn1sw']
252,Rhodopsin,Opsin receptors,gpcr,['rho']
253,OPN3,Opsin receptors,gpcr,"['otud6b', 'chm']"
254,OPN4,Opsin receptors,gpcr,['mcf2l']
255,OPN5,Opsin receptors,gpcr,['opn5']
256,OX2 receptor,Orexin receptors,gpcr,['hcrtr2']
257,GPR107,Other 7TM proteins,gpcr,['gpr107']
258,TPRA1,Other 7TM proteins,gpcr,['tpra1']
259,GPR143,Other 7TM proteins,gpcr,['gpr143']
260,GPR157,Other 7TM proteins,gpcr,['gpr157']
261,P2Y1 receptor,P2Y receptors,gpcr,['p2ry1']
262,P2Y2 receptor,P2Y receptors,gpcr,"['sf3a1', 'cplx1']"
263,P2Y4 receptor,P2Y receptors,gpcr,['p2ry4']
264,P2Y11 receptor,P2Y receptors,gpcr,['p2ry11']
265,P2Y12 receptor,P2Y receptors,gpcr,['p2ry12']
266,P2Y13 receptor,P2Y receptors,gpcr,['p2ry13']
267,P2Y14 receptor,P2Y receptors,gpcr,['p2ry14']
268,PTH1 receptor,Parathyroid hormone receptors,gpcr,['pth1r']
269,PTH2 receptor,Parathyroid hormone receptors,gpcr,['pth2r']
270,PAF receptor,Platelet-activating factor receptor,gpcr,['ptafr']
271,PKR1,Prokineticin receptors,gpcr,['prokr2']
272,PKR2,Prokineticin receptors,gpcr,['prokr2']
273,DP1 receptor,Prostanoid receptors,gpcr,['PTGDR']
274,EP2 receptor,Prostanoid receptors,gpcr,['ptger2']
275,EP3 receptor,Prostanoid receptors,gpcr,['ptger3']
276,EP4 receptor,Prostanoid receptors,gpcr,['ptger4']
277,FP receptor,Prostanoid receptors,gpcr,"['ptgfr', 'add1']"
278,IP receptor,Prostanoid receptors,gpcr,['ptgir']
279,TP receptor,Prostanoid receptors,gpcr,['tbxa2r']
280,PAR1,Proteinase-activated receptors,gpcr,['f2r']
281,PAR2,Proteinase-activated receptors,gpcr,['specc1']
282,PAR3,Proteinase-activated receptors,gpcr,['f2rl2']
283,PAR4,Proteinase-activated receptors,gpcr,['f2rl3']
284,QRFP receptor,QRFP receptor,gpcr,"['qrfpr', 'ENSXETG00000037928']"
285,RXFP1,Relaxin family peptide receptors,gpcr,['rxfp1']
286,RXFP2,Relaxin family peptide receptors,gpcr,['rxfp2']
287,RXFP4,Relaxin family peptide receptors,gpcr,['rxfp4']
288,SST1 receptor,Somatostatin receptors,gpcr,['SSTR1']
289,SST2 receptor,Somatostatin receptors,gpcr,"['sstr2', 'ENSXETG00000038492']"
290,SST3 receptor,Somatostatin receptors,gpcr,['sstr3']
291,SST4 receptor,Somatostatin receptors,gpcr,['ap5b1']
292,SST5 receptor,Somatostatin receptors,gpcr,['sstr5']
293,succinate receptor,Succinate receptor,gpcr,"['rgd1566381', 'swi5', 'stk11ip', 'macrod1']"
294,NK1 receptor,Tachykinin receptors,gpcr,['tacr1']
295,NK3 receptor,Tachykinin receptors,gpcr,['tacr3']
296,TAS2R1,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
297,TAS2R4,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
298,TAS2R5,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
299,TAS2R16,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
300,TAS2R38,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
301,TAS2R39,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
302,TAS2R40,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
303,TAS2R41,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
304,TAS2R60,Taste 2 receptors,gpcr,"['tas2r13', 't2r15']"
305,TRH1 receptor,Thyrotropin-releasing hormone receptors,gpcr,['trhr']
306,TRH2 receptor,Thyrotropin-releasing hormone receptors,gpcr,['trhr2']
307,TA1 receptor,Trace amine receptor,gpcr,['aadac']
308,V1A receptor,Vasopressin and oxytocin receptors,gpcr,['avpr1a']
309,V1B receptor,Vasopressin and oxytocin receptors,gpcr,['avpr1b']
310,V2 receptor,Vasopressin and oxytocin receptors,gpcr,['avpr2']
311,OT receptor,Vasopressin and oxytocin receptors,gpcr,['oxtr']
312,PAC1 receptor,VIP and PACAP receptors,gpcr,['adcyap1r1']
313,VPAC1 receptor,VIP and PACAP receptors,gpcr,['vipr1']
314,VPAC2 receptor,VIP and PACAP receptors,gpcr,['vipr2']
315,DAX1,0B. DAX-like receptors,nhr,['nr0b1']
316,SHP,0B. DAX-like receptors,nhr,['nr0b2']
317,Thyroid hormone receptor-α,1A. Thyroid hormone receptors,nhr,['apoa4']
318,Thyroid hormone receptor-β,1A. Thyroid hormone receptors,nhr,['thrb']
319,Retinoic acid receptor-α,1B. Retinoic acid receptors,nhr,['rara']
320,Retinoic acid receptor-β,1B. Retinoic acid receptors,nhr,['rarb']
321,Retinoic acid receptor-γ,1B. Retinoic acid receptors,nhr,['rarg']
322,Peroxisome proliferator-activated receptor-α,1C. Peroxisome proliferator-activated receptors,nhr,['ppara']
323,Peroxisome proliferator-activated receptor-γ,1C. Peroxisome proliferator-activated receptors,nhr,['pparg']
324,Rev-Erb-α,1D. Rev-Erb receptors,nhr,['nr1d1']
325,Rev-Erb-β,1D. Rev-Erb receptors,nhr,['nr1d2']
326,RAR-related orphan receptor-α,1F. Retinoic acid-related orphans,nhr,['rora']
327,RAR-related orphan receptor-β,1F. Retinoic acid-related orphans,nhr,['rsph9']
328,RAR-related orphan receptor-γ,1F. Retinoic acid-related orphans,nhr,['rorc']
329,Farnesoid X receptor,1H. Liver X receptor-like receptors,nhr,['ppp5c']
330,Liver X receptor-β,1H. Liver X receptor-like receptors,nhr,['nr1h2']
331,Vitamin D receptor,1I. Vitamin D receptor-like receptors,nhr,['vdr']
332,Pregnane X receptor,1I. Vitamin D receptor-like receptors,nhr,['nr1i2']
333,Constitutive androstane receptor,1I. Vitamin D receptor-like receptors,nhr,['nr1i3']
334,Hepatocyte nuclear factor-4-α,2A. Hepatocyte nuclear factor-4 receptors,nhr,['hnf4a']
335,Hepatocyte nuclear factor-4-γ,2A. Hepatocyte nuclear factor-4 receptors,nhr,['hnf4g']
336,Retinoid X receptor-α,2B. Retinoid X receptors,nhr,['rxra']
337,Retinoid X receptor-β,2B. Retinoid X receptors,nhr,['rxrb']
338,Retinoid X receptor-γ,2B. Retinoid X receptors,nhr,['rxrg']
339,Testicular receptor 2,2C. Testicular receptors,nhr,['nr2c1']
340,Testicular receptor 4,2C. Testicular receptors,nhr,['nr2c2']
341,TLX,2E. Tailless-like receptors,nhr,['nr2e1']
342,PNR,2E. Tailless-like receptors,nhr,['nr2e3']
343,COUP-TF1,2F. COUP-TF-like receptors,nhr,['nr2f1']
344,COUP-TF2,2F. COUP-TF-like receptors,nhr,['nr2f2']
345,V-erbA-related gene,2F. COUP-TF-like receptors,nhr,['nr2f6']
346,Estrogen receptor-α,3A. Estrogen receptors,nhr,['esr1']
347,Estrogen receptor-β,3A. Estrogen receptors,nhr,['esr2']
348,Estrogen-related receptor-γ,3B. Estrogen-related receptors,nhr,['esrrg']
349,Androgen receptor,3C. 3-Ketosteroid receptors,nhr,['ar']
350,Glucocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['best3']
351,Mineralocorticoid receptor,3C. 3-Ketosteroid receptors,nhr,['nr3c2']
352,Progesterone receptor,3C. 3-Ketosteroid receptors,nhr,"['pgr', 'ENSXETG00000040817']"
353,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,nhr,['nr4a1']
354,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,nhr,['nr4a2']
355,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,nhr,['nr4a2']
356,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,nhr,['nr5a1']
357,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,nhr,['nr5a2']
358,Germ cell nuclear factor,6A. Germ cell nuclear factor receptors,nhr,['nr6a1']
359,KCa1.1,Calcium- and sodium-activated potassium channels,vgic,['kcnma1']
360,KCa2.1,Calcium- and sodium-activated potassium channels,vgic,['kcnn1']
361,KCa2.2,Calcium- and sodium-activated potassium channels,vgic,['kcnn2']
362,KCa2.3,Calcium- and sodium-activated potassium channels,vgic,['kcnn3']
363,KCa3.1,Calcium- and sodium-activated potassium channels,vgic,['kcnn4']
364,KNa1.1,Calcium- and sodium-activated potassium channels,vgic,['kcnt2l']
365,KNa1.2,Calcium- and sodium-activated potassium channels,vgic,['cplane2']
366,TPC1,CatSper and Two-Pore channels,vgic,['dcaf15']
367,TPC2,CatSper and Two-Pore channels,vgic,['nadsyn1']
368,CNGA1,Cyclic nucleotide-regulated channels,vgic,['cnga1']
369,CNGA2,Cyclic nucleotide-regulated channels,vgic,['nit2']
370,CNGA3,Cyclic nucleotide-regulated channels,vgic,['cnga3']
371,CNGA4,Cyclic nucleotide-regulated channels,vgic,['cnga4']
372,CNGB3,Cyclic nucleotide-regulated channels,vgic,['cngb3']
373,HCN1,Cyclic nucleotide-regulated channels,vgic,['hcn1']
374,HCN2,Cyclic nucleotide-regulated channels,vgic,['znf330']
375,HCN4,Cyclic nucleotide-regulated channels,vgic,['hcn4']
376,Kir1.1,Inwardly rectifying potassium channels,vgic,['kcnj1']
377,Kir2.1,Inwardly rectifying potassium channels,vgic,['kcnj2']
378,Kir2.2,Inwardly rectifying potassium channels,vgic,['kcnj12']
379,Kir2.3,Inwardly rectifying potassium channels,vgic,['kcnj4']
380,Kir2.4,Inwardly rectifying potassium channels,vgic,['kcnj14']
