,receptor,family,gene
72,Retinoid X receptor-α,2B. Retinoid X receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
73,Retinoid X receptor-β,2B. Retinoid X receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
74,Retinoid X receptor-γ,2B. Retinoid X receptors,"['nhr-32', 'nhr-35', 'nhr-60', 'nhr-69', 'nhr-88', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
75,Testicular receptor 2,2C. Testicular receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
76,Testicular receptor 4,2C. Testicular receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
77,TLX,2E. Tailless-like receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'ZK418.11']"
78,COUP-TF1,2F. COUP-TF-like receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'ZK418.11']"
79,COUP-TF2,2F. COUP-TF-like receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
80,V-erbA-related gene,2F. COUP-TF-like receptors,"['nhr-32', 'nhr-60', 'nhr-69', 'nhr-93', 'nhr-116', 'nhr-129', 'nhr-136', 'nhr-154', 'nhr-168', 'nhr-206', 'nhr-207', 'nhr-208', 'nhr-209', 'nhr-147', 'nhr-148', 'nhr-149', 'nhr-152', 'nhr-173', 'nhr-36', 'nhr-141', 'nhr-221', 'nhr-239', 'nhr-41', 'ZK418.11']"
81,Nerve Growth factor IB,4A. Nerve growth factor IB-like receptors,['nhr-6']
82,Nuclear receptor related 1,4A. Nerve growth factor IB-like receptors,['nhr-6']
83,Neuron-derived orphan receptor 1,4A. Nerve growth factor IB-like receptors,['nhr-6']
84,Steroidogenic factor 1,5A. Fushi tarazu F1-like receptors,"['nhr-5', 'nhr-8', 'nhr-25', 'nhr-31', 'nhr-74', 'nhr-89', 'nhr-97', 'nhr-113', 'nhr-119', 'nhr-259', 'nhr-244', 'nhr-257', 'nhr-261', 'Y67D8B.2', 'nhr-277']"
85,Liver receptor homolog-1,5A. Fushi tarazu F1-like receptors,"['nhr-5', 'nhr-8', 'nhr-25', 'nhr-31', 'nhr-74', 'nhr-89', 'nhr-97', 'nhr-113', 'nhr-119', 'nhr-259', 'nhr-244', 'nhr-257', 'nhr-261', 'Y67D8B.2', 'nhr-277']"
86,KCa1.1,Calcium- and sodium-activated potassium channels,['slo-2']
87,KCa2.1,Calcium- and sodium-activated potassium channels,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
88,KCa2.2,Calcium- and sodium-activated potassium channels,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
89,KCa2.3,Calcium- and sodium-activated potassium channels,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
90,KCa3.1,Calcium- and sodium-activated potassium channels,"['kcnl-1', 'kcnl-4', 'kcnl-2', 'kcnl-3']"
91,KNa1.1,Calcium- and sodium-activated potassium channels,['slo-2']
92,KNa1.2,Calcium- and sodium-activated potassium channels,['slo-2']
93,KCa5.1,Calcium- and sodium-activated potassium channels,['slo-2']
94,CatSper1,CatSper and Two-Pore channels,['unc-2']
95,Kir3.1,Inwardly rectifying potassium channels,"['irk-1', 'irk-2', 'irk-3']"
96,Kir3.2,Inwardly rectifying potassium channels,"['irk-1', 'irk-2', 'irk-3']"
97,Kir3.3,Inwardly rectifying potassium channels,"['irk-1', 'irk-2', 'irk-3']"
98,Kir3.4,Inwardly rectifying potassium channels,"['irk-1', 'irk-2', 'irk-3']"
99,RyR1,Ryanodine receptors,['unc-68']
100,RyR2,Ryanodine receptors,['unc-68']
101,RyR3,Ryanodine receptors,['unc-68']
102,TRPA1,Transient Receptor Potential channels,['trpa-2']
103,TRPC1,Transient Receptor Potential channels,['trp-2']
104,TRPC4,Transient Receptor Potential channels,['trp-2']
105,TRPC5,Transient Receptor Potential channels,['trp-2']
106,TRPM1,Transient Receptor Potential channels,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
107,TRPM2,Transient Receptor Potential channels,"['trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
108,TRPM3,Transient Receptor Potential channels,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
109,TRPM4,Transient Receptor Potential channels,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
110,TRPM5,Transient Receptor Potential channels,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
111,TRPM6,Transient Receptor Potential channels,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
112,TRPM7,Transient Receptor Potential channels,"['gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
113,TRPM8,Transient Receptor Potential channels,"['ced-11', 'gon-2', 'trpl-5', 'trpl-2', 'trpl-3', 'trpl-4']"
114,TRPML1,Transient Receptor Potential channels,['cup-5']
115,TRPML2,Transient Receptor Potential channels,['cup-5']
116,TRPML3,Transient Receptor Potential channels,['cup-5']
117,TRPP1,Transient Receptor Potential channels,['pkd-2']
118,TRPP3,Transient Receptor Potential channels,['pkd-2']
119,TRPV1,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
120,TRPV2,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
121,TRPV3,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
122,TRPV4,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
123,TRPV5,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
124,TRPV6,Transient Receptor Potential channels,"['ocr-4', 'osm-9']"
125,K2P1.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
126,K2P2.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
127,K2P3.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
128,K2P4.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
129,K2P5.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
130,K2P6.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46', 'twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
131,K2P7.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-28', 'twk-33', 'twk-34', 'twk-45', 'twk-46', 'twk-48']"
132,K2P9.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
133,K2P10.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
134,K2P12.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
135,K2P13.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
136,K2P15.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
137,K2P16.1,Two P domain potassium channels,"['twk-6', 'twk-21', 'twk-22', 'twk-26', 'twk-33', 'twk-34', 'twk-45', 'twk-46']"
138,K2P18.1,Two P domain potassium channels,['egl-23']
139,Kv10.2,Voltage-gated potassium channels,['egl-2']
140,ASIC1,Acid-sensing (proton-gated) ion channels (ASICs),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'F58G6.8', 'del-6', 'Y57G11C.44', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
141,ASIC2,Acid-sensing (proton-gated) ion channels (ASICs),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
142,ASIC3,Acid-sensing (proton-gated) ion channels (ASICs),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
143,ENaC α,Epithelial sodium channel (ENaC),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
144,ENaC β,Epithelial sodium channel (ENaC),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
145,ENaC γ,Epithelial sodium channel (ENaC),"['mec-4', 'mec-10', 'del-8', 'delm-1', 'del-6', 'delm-2', 'acd-1', 'acd-2', 'del-7', 'acd-4']"
146,GluN1,Ionotropic glutamate receptors,['nmr-1']
147,IP3R1,IP3 receptors,['unc-68']
148,IP3R2,IP3 receptors,['unc-68']
149,IP3R3,IP3 receptors,['unc-68']
150,AQP2,Aquaporins,['aqp-2']
151,AQP6,Aquaporins,['aqp-2']
152,AQP8,Aquaporins,['aqp-4']
153,AQP11,Aquaporins,"['aqp-9', 'aqp-10', 'aqp-11']"
154,CFTR,CFTR,['cft-1']
155,ClC-1,ClC family,['clh-5']
156,ClC-2,ClC family,"['clh-5', 'clh-5']"
157,ClC-Ka,ClC family,"['clh-3', 'clh-5']"
158,ClC-Kb,ClC family,"['clh-3', 'clh-5']"
159,ClC-3,ClC family,['clh-5']
160,ClC-4,ClC family,['clh-5']
161,ClC-5,ClC family,['clh-5']
162,ClC-6,ClC family,['clh-5']
163,ClC-7,ClC family,['clh-6']
164,Orai1,Orai channels,['orai-1']
165,Orai2,Orai channels,['orai-1']
166,Orai3,Orai channels,['orai-1']
167,Piezo1,Piezo channels,['pezo-1']
168,Piezo2,Piezo channels,['pezo-1']
169,Navi2.1,"Sodium leak channel, non-selective","['nca-2', 'F17C8.6']"
170,GDNF family receptor α2,GDNF receptor family,['Y69A2AR.31']
171,GDNF family receptor α3,GDNF receptor family,['Y69A2AR.31']
172,GDNF family receptor α4,GDNF receptor family,['Y69A2AR.31']
173,GDNF family receptor alpha like,GDNF receptor family,['Y69A2AR.31']
174,Interleukin 17 receptor B,IL-17 receptor family,['ilcr-1']
175,"integrin, alpha 1 subunit",Integrins,"['ina-1', 'pat-2']"
176,"integrin, alpha 2 subunit (CD49B, alpha 2 subunit of VLA-2 receptor)",Integrins,['pat-2']
177,"integrin, alpha IIb subunit (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",Integrins,"['ina-1', 'pat-2']"
178,"integrin, alpha 3 subunit (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",Integrins,"['ina-1', 'pat-2']"
179,"integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",Integrins,['pat-2']
180,"integrin, alpha 5 subunit (fibronectin receptor, alpha polypeptide)",Integrins,['pat-2']
181,"integrin, alpha 6 subunit",Integrins,['pat-2']
182,"integrin, alpha 7 subunit",Integrins,"['ina-1', 'pat-2']"
183,"integrin, alpha 8 subunit",Integrins,['pat-2']
184,"integrin, alpha 9 subunit",Integrins,['pat-2']
185,"integrin, alpha 10 subunit",Integrins,"['ina-1', 'pat-2']"
186,"integrin, alpha 11 subunit",Integrins,['pat-2']
187,"integrin, alpha D subunit",Integrins,"['ina-1', 'pat-2']"
188,"integrin, alpha E subunit (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)",Integrins,"['ina-1', 'pat-2']"
189,"integrin, alpha L subunit (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)",Integrins,"['ina-1', 'pat-2']"
190,"integrin, alpha M subunit (complement component 3 receptor 3 subunit)",Integrins,"['ina-1', 'pat-2']"
191,"integrin, alpha V subunit",Integrins,"['ina-1', 'pat-2']"
192,"integrin, alpha X subunit (complement component 3 receptor 4 subunit)",Integrins,['pat-2']
193,"integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",Integrins,['pat-3']
194,"integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)",Integrins,['pat-3']
195,"integrin, beta 7 subunit",Integrins,['pat-3']
196,NLRC4,NOD-like receptor family,['bir-2']
197,RTP Type O,Receptor tyrosine phosphatase (RTP) family,['dep-1']
198,DExD/H-box helicase 58,RIG-I-like receptor family,"['drh-1', 'drh-3']"
199,interferon induced with helicase C domain 1,RIG-I-like receptor family,"['drh-1', 'drh-3']"
200,DExH-box helicase 58,RIG-I-like receptor family,"['drh-1', 'drh-3']"
201,Guanylyl cyclase-A,Transmembrane guanylyl cyclases,['gcy-28']
202,activin A receptor type 2A,Type II receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
203,activin A receptor type 2B,Type II receptor serine/threonine kinases,['daf-4']
204,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
205,bone morphogenetic protein receptor type 2,Type II receptor serine/threonine kinases,['daf-4']
206,transforming growth factor beta receptor 2,Type II receptor serine/threonine kinases,['daf-4']
207,activin A receptor type IL,Type I receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
208,activin A receptor type 1,Type I receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
209,bone morphogenetic protein receptor type IA,Type I receptor serine/threonine kinases,['daf-4']
210,activin A receptor type 1B,Type I receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
211,transforming growth factor beta receptor 1,Type I receptor serine/threonine kinases,['daf-4']
212,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,"['daf-4', 'sma-6']"
213,activin A receptor type 1C,Type I receptor serine/threonine kinases,"['daf-1', 'daf-4', 'sma-6']"
214,receptor like tyrosine kinase,Type XV RTKs: RYK,['lin-18']
215,serine/threonine/tyrosine kinase 1,Type XX RTKs: STYK1,['Y38H6C.20']
216,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,['idh-1']
217,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,['idh-2']
218,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,['tdo-2']
219,lysine demethylase 1A,1.14.11.- Histone demethylases,"['spr-5', 'lsd-1']"
220,lysine demethylase 1B,1.14.11.- Histone demethylases,"['spr-5', 'lsd-1']"
221,lysine demethylase 2A,1.14.11.- Histone demethylases,"['jmjd-1.1', 'jmjd-1.2']"
222,lysine demethylase 2B,1.14.11.- Histone demethylases,"['jmjd-1.1', 'jmjd-1.2']"
223,lysine demethylase 4A,1.14.11.- Histone demethylases,['rbr-2']
224,lysine demethylase 4B,1.14.11.- Histone demethylases,['rbr-2']
225,lysine demethylase 4C,1.14.11.- Histone demethylases,['jmjd-2']
226,lysine demethylase 4D,1.14.11.- Histone demethylases,"['rbr-2', 'rbr-2']"
227,lysine demethylase 5A,1.14.11.- Histone demethylases,['rbr-2']
228,lysine demethylase 5B,1.14.11.- Histone demethylases,['rbr-2']
229,lysine demethylase 5C,1.14.11.- Histone demethylases,['rbr-2']
230,lysine demethylase 6B,1.14.11.- Histone demethylases,"['jmjd-3.3', 'jmjd-3.2', 'utx-1', 'jmjd-3.1']"
231,lysine demethylase 8,1.14.11.- Histone demethylases,['jmjd-5']
232,PHD finger protein 2,1.14.11.- Histone demethylases,"['jmjd-1.1', 'jmjd-1.2', 'jhdm-1']"
233,PHD finger protein 8,1.14.11.- Histone demethylases,"['jmjd-1.1', 'jmjd-1.2']"
234,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,['psr-1']
235,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,"['kmo-2', 'kmo-1']"
236,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,['rnr-1']
