,receptor,family,gene
112,GPR37L1,Class A Orphans,['Gpr37l1']
113,GPR39,Class A Orphans,['Gpr39']
114,GPR45,Class A Orphans,['Gpr45']
115,GPR50,Class A Orphans,['Gpr50']
116,GPR55,Class A Orphans,['Gpr55']
117,GPR61,Class A Orphans,['Gpr61']
118,GPR62,Class A Orphans,['Gpr62']
119,GPR63,Class A Orphans,['Gpr63']
120,GPR65,Class A Orphans,['Gpr65']
121,GPR68,Class A Orphans,"['Gpr68', 'Gpr68']"
122,GPR75,Class A Orphans,['Gpr75']
123,GPR83,Class A Orphans,['Gpr83']
124,GPR85,Class A Orphans,['Gpr85']
125,GPR87,Class A Orphans,['Gpr87']
126,GPR88,Class A Orphans,['Gpr88']
127,GPR101,Class A Orphans,['Gpr101']
128,GPR119,Class A Orphans,['Gpr119']
129,GPR135,Class A Orphans,['Gpr135']
130,GPR139,Class A Orphans,['Gpr139']
131,GPR141,Class A Orphans,['Gpr141']
132,GPR142,Class A Orphans,['Gpr142']
133,GPR146,Class A Orphans,['Gpr146']
134,GPR149,Class A Orphans,['Gpr149']
135,GPR151,Class A Orphans,['Gpr151']
136,GPR152,Class A Orphans,['Gpr152']
137,GPR153,Class A Orphans,['Gpr153']
138,GPR160,Class A Orphans,['Gpr160']
139,GPR161,Class A Orphans,['Gpr161']
140,GPR162,Class A Orphans,['Gpr162']
141,GPR171,Class A Orphans,['Gpr171']
142,GPR173,Class A Orphans,['Gpr173']
143,GPR174,Class A Orphans,['Gpr174']
144,GPR176,Class A Orphans,['Gpr176']
145,GPR182,Class A Orphans,['Gpr182']
146,GPR183,Class A Orphans,['Gpr183']
147,LGR4,Class A Orphans,['Lgr4']
148,LGR5,Class A Orphans,['Lgr5']
149,LGR6,Class A Orphans,['Lgr6']
150,MAS1,Class A Orphans,['Mas1']
151,MRGPRD,Class A Orphans,['Mrgprd']
152,MRGPRE,Class A Orphans,['Mrgpre']
153,MRGPRF,Class A Orphans,['Mrgprf']
154,MRGPRG,Class A Orphans,['Mrgprg']
155,P2RY10,Class A Orphans,['P2ry10']
156,TAAR2,Class A Orphans,['Taar2']
157,TAAR3,Class A Orphans,['Taar3']
158,TAAR4P ,Class A Orphans,['Taar4']
159,TAAR5,Class A Orphans,['Taar5']
160,TAAR6,Class A Orphans,['Taar6']
161,TAAR8,Class A Orphans,"['Taar8a', 'Taar8c', 'Taar8b', 'Taar8a', 'Taar8c', 'Taar8b']"
162,TAAR9,Class A Orphans,['Taar9']
163,GPR156,Class C Orphans,['Gpr156']
164,GPR158,Class C Orphans,['Gpr158']
165,GPR179,Class C Orphans,['Gpr179']
166,GPRC5A,Class C Orphans,['Gprc5a']
167,GPRC5B,Class C Orphans,['Gprc5b']
168,GPRC5C,Class C Orphans,['Gprc5c']
169,GPRC5D,Class C Orphans,['Gprc5d']
170,GPRC6 receptor,Class C Orphans,['Gprc6a']
171,FZD1,Class Frizzled GPCRs,['Fzd1']
172,FZD2,Class Frizzled GPCRs,['Fzd2']
173,FZD3,Class Frizzled GPCRs,['Fzd3']
174,FZD4,Class Frizzled GPCRs,['Fzd4']
175,FZD5,Class Frizzled GPCRs,['Fzd5']
176,FZD6,Class Frizzled GPCRs,['Fzd6']
177,FZD7,Class Frizzled GPCRs,['Fzd7']
178,FZD8,Class Frizzled GPCRs,"['Fzd8', 'Fzd8']"
179,FZD9,Class Frizzled GPCRs,['Fzd9']
180,SMO,Class Frizzled GPCRs,['Smo']
181,C3a receptor,Complement peptide receptors,['C3ar1']
182,C5a1 receptor,Complement peptide receptors,['C5ar1']
183,C5a2 receptor,Complement peptide receptors,['C5ar2']
184,CRF1 receptor,Corticotropin-releasing factor receptors,['Crhr1']
185,CRF2 receptor,Corticotropin-releasing factor receptors,['Crhr2']
186,D1 receptor,Dopamine receptors,['Drd1']
187,D2 receptor,Dopamine receptors,['Drd2']
188,D3 receptor,Dopamine receptors,['Drd3']
189,D4 receptor,Dopamine receptors,['Drd4']
190,D5 receptor,Dopamine receptors,['Drd5']
191,ETA receptor,Endothelin receptors,['Ednra']
192,ETB receptor,Endothelin receptors,['Ednrb']
193,FPR1,Formylpeptide receptors,['Fpr1']
194,FPR2/ALX,Formylpeptide receptors,"['Fpr2', 'Fpr3']"
195,FPR3,Formylpeptide receptors,"['Fpr2', 'Fpr3']"
196,FFA1 receptor,Free fatty acid receptors,['Ffar1']
197,FFA2 receptor,Free fatty acid receptors,['Ffar2']
198,FFA3 receptor,Free fatty acid receptors,['Ffar3']
199,FFA4 receptor,Free fatty acid receptors,['Ffar4']
200,GABAB1,GABAB receptors,['Gabbr1']
201,GABAB2,GABAB receptors,['Gabbr2']
202,GAL1 receptor,Galanin receptors,['Galr1']
203,GAL2 receptor,Galanin receptors,['Galr2']
204,GAL3 receptor,Galanin receptors,['Galr3']
205,ghrelin receptor,Ghrelin receptor,['Ghsr']
206,GHRH receptor,Glucagon receptor family,['Ghrhr']
207,GIP receptor,Glucagon receptor family,['Gipr']
208,GLP-1 receptor,Glucagon receptor family,['Glp1r']
209,GLP-2 receptor,Glucagon receptor family,['Glp2r']
210,glucagon receptor,Glucagon receptor family,['Gcgr']
211,secretin receptor,Glucagon receptor family,['Sctr']
212,FSH receptor,Glycoprotein hormone receptors,['Fshr']
213,LH receptor,Glycoprotein hormone receptors,['Lhcgr']
214,TSH receptor,Glycoprotein hormone receptors,['Tshr']
215,GnRH1 receptor,Gonadotrophin-releasing hormone receptors,['Gnrhr']
216,GPR18,"GPR18, GPR55 and GPR119",['Gpr18']
217,GPR55,"GPR18, GPR55 and GPR119",['Gpr55']
218,GPR119,"GPR18, GPR55 and GPR119",['Gpr119']
219,GPER,G protein-coupled estrogen receptor,['Gper1']
220,H1 receptor,Histamine receptors,['Hrh1']
221,H2 receptor,Histamine receptors,['Hrh2']
222,H3 receptor,Histamine receptors,['Hrh3']
223,H4 receptor,Histamine receptors,['Hrh4']
224,HCA1 receptor,Hydroxycarboxylic acid receptors,['Hcar1']
225,HCA2 receptor,Hydroxycarboxylic acid receptors,['Hcar2']
226,kisspeptin receptor,Kisspeptin receptor,['Kiss1r']
227,BLT2 receptor,Leukotriene receptors,['Ltb4r2']
228,CysLT1 receptor,Leukotriene receptors,['Cysltr1']
229,CysLT2 receptor,Leukotriene receptors,['Cysltr2']
230,FPR2/ALX,Leukotriene receptors,"['Fpr2', 'Fpr3']"
231,LPA1 receptor,Lysophospholipid (LPA) receptors,['Lpar1']
232,LPA2 receptor,Lysophospholipid (LPA) receptors,['Lpar2']
233,LPA3 receptor,Lysophospholipid (LPA) receptors,['Lpar3']
234,LPA4 receptor,Lysophospholipid (LPA) receptors,['Lpar4']
235,LPA5 receptor,Lysophospholipid (LPA) receptors,['Lpar5']
236,LPA6 receptor,Lysophospholipid (LPA) receptors,['Lpar6']
237,S1P1 receptor,Lysophospholipid (S1P) receptors,['S1pr1']
238,S1P2 receptor,Lysophospholipid (S1P) receptors,['S1pr2']
239,S1P3 receptor,Lysophospholipid (S1P) receptors,['S1pr3']
240,S1P4 receptor,Lysophospholipid (S1P) receptors,['S1pr4']
241,S1P5 receptor,Lysophospholipid (S1P) receptors,['S1pr5']
242,MCH1 receptor,Melanin-concentrating hormone receptors,['Mchr1']
243,MC2 receptor,Melanocortin receptors,['Mc2r']
244,MC3 receptor,Melanocortin receptors,['Mc3r']
245,MC4 receptor,Melanocortin receptors,['Mc4r']
246,MC5 receptor,Melanocortin receptors,['Mc5r']
247,MT1 receptor,Melatonin receptors,['Mtnr1a']
248,MT2 receptor,Melatonin receptors,['Mtnr1b']
249,mGlu1 receptor,Metabotropic glutamate receptors,"['Grm1', 'Lrrc15']"
250,mGlu2 receptor,Metabotropic glutamate receptors,['Grm2']
251,mGlu3 receptor,Metabotropic glutamate receptors,['Grm3']
252,mGlu5 receptor,Metabotropic glutamate receptors,['Grm5']
253,mGlu6 receptor,Metabotropic glutamate receptors,['Grm6']
254,mGlu7 receptor,Metabotropic glutamate receptors,['Grm7']
255,mGlu8 receptor,Metabotropic glutamate receptors,['Grm8']
256,NMU1 receptor,Neuromedin U receptors,['Nmur1']
257,NMU2 receptor,Neuromedin U receptors,['Nmur2']
258,NPFF1 receptor,Neuropeptide FF/neuropeptide AF receptors,['Npffr1']
259,NPFF2 receptor,Neuropeptide FF/neuropeptide AF receptors,['Npffr2']
260,NPS receptor,Neuropeptide S receptor,['Npsr1']
261,NPBW1 receptor,Neuropeptide W/neuropeptide B receptors,['Npbwr1']
262,Y1 receptor,Neuropeptide Y receptors,['Npy1r']
263,Y2 receptor,Neuropeptide Y receptors,['Npy2r']
264,Y4 receptor,Neuropeptide Y receptors,['Npy4r']
265,Y5 receptor,Neuropeptide Y receptors,['Npy5r']
266,NTS1 receptor,Neurotensin receptors,['Ntsr1']
267,NTS2 receptor,Neurotensin receptors,['Ntsr2']
268,δ receptor,Opioid receptors,['Oprd1']
269,κ receptor,Opioid receptors,['Oprk1']
270,μ receptor,Opioid receptors,['Oprm1']
271,NOP receptor,Opioid receptors,['Oprl1']
272,OPN1MW,Opsin receptors,['Opn1mw']
273,OPN1SW,Opsin receptors,['Opn1sw']
274,Rhodopsin,Opsin receptors,['Rho']
275,OPN3,Opsin receptors,['Opn3']
276,OPN4,Opsin receptors,['Opn4']
277,OPN5,Opsin receptors,['Opn5']
278,OX1 receptor,Orexin receptors,['Hcrtr1']
279,OX2 receptor,Orexin receptors,['Hcrtr2']
280,GPR107,Other 7TM proteins,['Gpr107']
281,GPR137,Other 7TM proteins,['Gpr137']
282,OR51E1,Other 7TM proteins,['Olfr558']
283,TPRA1,Other 7TM proteins,['Tpra1']
284,GPR143,Other 7TM proteins,['Gpr143']
285,GPR157,Other 7TM proteins,['Gpr157']
286,oxoglutarate receptor,Oxoglutarate receptor,['Oxgr1']
287,P2Y1 receptor,P2Y receptors,['P2ry1']
288,P2Y2 receptor,P2Y receptors,['P2ry2']
289,P2Y4 receptor,P2Y receptors,['P2ry4']
290,P2Y6 receptor,P2Y receptors,['P2ry6']
291,P2Y12 receptor,P2Y receptors,['P2ry12']
292,P2Y13 receptor,P2Y receptors,['P2ry13']
293,P2Y14 receptor,P2Y receptors,['P2ry14']
294,PTH1 receptor,Parathyroid hormone receptors,['Pth1r']
295,PTH2 receptor,Parathyroid hormone receptors,['Pth2r']
296,PAF receptor,Platelet-activating factor receptor,['Ptafr']
297,PKR1,Prokineticin receptors,['Prokr1']
298,PKR2,Prokineticin receptors,['Prokr2']
299,PrRP receptor,Prolactin-releasing peptide receptor,['Prlhr']
300,DP1 receptor,Prostanoid receptors,['Ptgdr']
301,DP2 receptor,Prostanoid receptors,['Ptgdr2']
302,EP1 receptor,Prostanoid receptors,['Ptger1']
303,EP2 receptor,Prostanoid receptors,['Ptger2']
304,EP3 receptor,Prostanoid receptors,['Ptger3']
305,EP4 receptor,Prostanoid receptors,['Ptger4']
306,FP receptor,Prostanoid receptors,['Ptgfr']
307,IP receptor,Prostanoid receptors,['Ptgir']
308,TP receptor,Prostanoid receptors,['Tbxa2r']
309,PAR1,Proteinase-activated receptors,['F2r']
310,PAR2,Proteinase-activated receptors,['F2rl1']
311,PAR3,Proteinase-activated receptors,['F2rl2']
312,PAR4,Proteinase-activated receptors,['F2rl3']
313,QRFP receptor,QRFP receptor,['Qrfpr']
314,RXFP1,Relaxin family peptide receptors,['Rxfp1']
315,RXFP2,Relaxin family peptide receptors,['Rxfp2']
316,RXFP3,Relaxin family peptide receptors,['Rxfp3']
317,SST1 receptor,Somatostatin receptors,['Sstr1']
318,SST2 receptor,Somatostatin receptors,['Sstr2']
319,SST3 receptor,Somatostatin receptors,['Sstr3']
320,SST4 receptor,Somatostatin receptors,['Sstr4']
321,SST5 receptor,Somatostatin receptors,['Sstr5']
322,succinate receptor,Succinate receptor,['Sucnr1']
323,NK1 receptor,Tachykinin receptors,['Tacr1']
324,NK2 receptor,Tachykinin receptors,['Tacr2']
325,NK3 receptor,Tachykinin receptors,['Tacr3']
326,TAS1R1,Taste 1 receptors,['Tas1r1']
327,TAS1R3,Taste 1 receptors,['Tas1r3']
328,TRH1 receptor,Thyrotropin-releasing hormone receptors,['Trhr']
329,TRH2 receptor,Thyrotropin-releasing hormone receptors,['Trhr2']
330,TA1 receptor,Trace amine receptor,['Taar1']
331,V1A receptor,Vasopressin and oxytocin receptors,['Avpr1a']
332,V1B receptor,Vasopressin and oxytocin receptors,"['Avpr1b', 'Avpr1b']"
333,V2 receptor,Vasopressin and oxytocin receptors,['Avpr2']
334,OT receptor,Vasopressin and oxytocin receptors,['Oxtr']
335,PAC1 receptor,VIP and PACAP receptors,['Adcyap1r1']
336,VPAC2 receptor,VIP and PACAP receptors,['Vipr2']
337,5-HT3A,5-HT3 receptors,['Htr3a']
338,5-HT3B,5-HT3 receptors,['Htr3b']
339,ASIC1,Acid-sensing (proton-gated) ion channels (ASICs),['Asic1']
340,ASIC2,Acid-sensing (proton-gated) ion channels (ASICs),['Asic2']
341,ASIC3,Acid-sensing (proton-gated) ion channels (ASICs),['Asic3']
342,ENaC α,Epithelial sodium channel (ENaC),['Scnn1a']
343,ENaC β,Epithelial sodium channel (ENaC),['Scnn1b']
344,ENaC γ,Epithelial sodium channel (ENaC),['Scnn1g']
345,GABAA receptor α1 subunit,GABAA receptors,['Gabra1']
346,GABAA receptor α2 subunit,GABAA receptors,['Gabra2']
347,GABAA receptor α3 subunit,GABAA receptors,['Gabra3']
348,GABAA receptor α4 subunit,GABAA receptors,['Gabra4']
349,GABAA receptor α5 subunit,GABAA receptors,['Gabra5']
350,GABAA receptor α6 subunit,GABAA receptors,['Gabra6']
351,GABAA receptor β1 subunit,GABAA receptors,['Gabrb1']
352,GABAA receptor β2 subunit,GABAA receptors,['Gabrb2']
353,GABAA receptor β3 subunit,GABAA receptors,['Gabrb3']
354,GABAA receptor γ1 subunit,GABAA receptors,['Gabrg1']
355,GABAA receptor γ2 subunit,GABAA receptors,['Gabrg2']
356,GABAA receptor γ3 subunit,GABAA receptors,['Gabrg3']
357,GABAA receptor δ subunit,GABAA receptors,['Gabrd']
358,GABAA receptor ε subunit,GABAA receptors,['Gabre']
359,GABAA receptor θ subunit,GABAA receptors,['Gabrq']
360,GABAA receptor π subunit,GABAA receptors,['Gabrp']
361,GABAA receptor ρ1 subunit,GABAA receptors,['Gabrr1']
362,GABAA receptor ρ2 subunit,GABAA receptors,['Gabrr2']
363,GABAA receptor ρ3 subunit,GABAA receptors,['Gabrr3']
364,glycine receptor α1 subunit,Glycine receptors,['Glra1']
365,glycine receptor α2 subunit,Glycine receptors,['Glra2']
366,glycine receptor α3 subunit,Glycine receptors,['Glra3']
367,glycine receptor α4 subunit (pseudogene in humans),Glycine receptors,['Glra4']
368,glycine receptor β subunit,Glycine receptors,['Glrb']
369,GluA1,Ionotropic glutamate receptors,['Gria1']
370,GluA2,Ionotropic glutamate receptors,['Gria2']
371,GluA3,Ionotropic glutamate receptors,['Gria3']
372,GluA4,Ionotropic glutamate receptors,['Gria4']
373,GluD1,Ionotropic glutamate receptors,['Grid1']
374,GluD2,Ionotropic glutamate receptors,['Grid2']
375,GluK1,Ionotropic glutamate receptors,['Grik1']
376,GluK2,Ionotropic glutamate receptors,['Grik2']
377,GluK3,Ionotropic glutamate receptors,['Grik3']
378,GluK4,Ionotropic glutamate receptors,['Grik4']
379,GluK5,Ionotropic glutamate receptors,['Grik5']
380,GluN1,Ionotropic glutamate receptors,['Grin1']
381,GluN2A,Ionotropic glutamate receptors,['Grin2a']
382,GluN2B,Ionotropic glutamate receptors,['Grin2b']
383,GluN2C,Ionotropic glutamate receptors,['Grin2c']
384,GluN2D,Ionotropic glutamate receptors,['Grin2d']
385,GluN3A,Ionotropic glutamate receptors,['Grin3a']
386,GluN3B,Ionotropic glutamate receptors,['Grin3b']
387,IP3R1,IP3 receptor,['Itpr1']
388,IP3R2,IP3 receptor,['Itpr2']
389,IP3R3,IP3 receptor,['Itpr3']
390,nicotinic acetylcholine receptor α1 subunit,Nicotinic acetylcholine receptors,['Chrna1']
391,nicotinic acetylcholine receptor α2 subunit,Nicotinic acetylcholine receptors,['Chrna2']
392,nicotinic acetylcholine receptor α3 subunit,Nicotinic acetylcholine receptors,['Chrna3']
393,nicotinic acetylcholine receptor α4 subunit,Nicotinic acetylcholine receptors,['Chrna4']
394,nicotinic acetylcholine receptor α5 subunit,Nicotinic acetylcholine receptors,['Chrna5']
395,nicotinic acetylcholine receptor α6 subunit,Nicotinic acetylcholine receptors,['Chrna6']
396,nicotinic acetylcholine receptor α7 subunit,Nicotinic acetylcholine receptors,['Chrna7']
397,nicotinic acetylcholine receptor α9 subunit,Nicotinic acetylcholine receptors,['Chrna9']
398,nicotinic acetylcholine receptor α10 subunit,Nicotinic acetylcholine receptors,['Chrna10']
399,nicotinic acetylcholine receptor β1 subunit,Nicotinic acetylcholine receptors,['Chrnb1']
400,nicotinic acetylcholine receptor β2 subunit,Nicotinic acetylcholine receptors,['Chrnb2']
401,nicotinic acetylcholine receptor β3 subunit,Nicotinic acetylcholine receptors,['Chrnb3']
402,nicotinic acetylcholine receptor β4 subunit,Nicotinic acetylcholine receptors,['Chrnb4']
403,nicotinic acetylcholine receptor δ subunit,Nicotinic acetylcholine receptors,['Chrnd']
404,nicotinic acetylcholine receptor ε subunit,Nicotinic acetylcholine receptors,['Chrne']
405,P2X1,P2X receptors,['P2rx1']
406,P2X2,P2X receptors,['P2rx2']
407,P2X3,P2X receptors,['P2rx3']
408,P2X4,P2X receptors,['P2rx4']
409,P2X5,P2X receptors,['P2rx5']
410,P2X6,P2X receptors,['P2rx6']
411,P2X7,P2X receptors,['P2rx7']
